facility_id,facility_name,category_main,category_detail,address,gu_name,dong_name,capacity,source_file,lon,lat,road_address,jibun_address,geocode_status,geocode_provider,geocode_query,geocode_error,geocode_sido,geocode_gu,geocode_dong,kakao_address_type,kakao_h_code,kakao_b_code,kakao_building_name,kakao_zone_no,grid_id,grid_id_50m
M-F14075,민영재활요양원,의료,(노인복지시설) 노인요양시설,서울특별시 강북구 덕릉로40길 663층 (번동),강북구,번동,,02_노인의료복지시설.csv,127.031546658505,37.6338604943906,서울 강북구 덕릉로40길,,OK,kakao,서울특별시 강북구 덕릉로40길,,서울,강북구,번동,ROAD,,,,,J-24,G50-00191-00514
M-G0032,삼농실버마을,의료,(노인복지시설) 노인요양시설,서울특별시 구로구 오류로8길 84 (오류동),구로구,오류동,,02_노인의료복지시설.csv,126.844756449835,37.4923751941495,서울 구로구 오류로8길 84,서울 구로구 오류동 147,OK,kakao,서울특별시 구로구 오류로8길 84 (오류동),,서울,구로구,오류2동,ROAD_ADDR,1153078000.0,1153010800.0,사회복지법인삼농복지재단,8344.0,Y-8,G50-00505-00185
M-G0357,구립한남노인요양원,의료,(노인복지시설) 노인요양시설,서울특별시 용산구 독서당로 103 (한남동),용산구,한남동,,02_노인의료복지시설.csv,127.010775094877,37.5356019057174,서울 용산구 독서당로 103,서울 용산구 한남동 820,OK,kakao,서울특별시 용산구 독서당로 103 (한남동),,서울,용산구,한남동,ROAD_ADDR,1117068500.0,1117013100.0,구립한남노인요양원,4419.0,T-22,G50-00409-00478
M-G0443,효심(가)요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 중랑구 망우로 171, 5층 (중화동)",중랑구,중화동,,02_노인의료복지시설.csv,127.071741182082,37.5931206498144,서울 중랑구 망우로 171,서울 중랑구 중화동 210-17,OK,kakao,"서울특별시 중랑구 망우로 171, 5층 (중화동)",,서울,중랑구,중화2동,ROAD_ADDR,1126061000.0,1126010300.0,필정형외과,2115.0,N-28,G50-00281-00585
M-G0444,효심(나)요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 중랑구 망우로 171, 5층 (중화동)",중랑구,중화동,,02_노인의료복지시설.csv,127.071741182082,37.5931206498144,서울 중랑구 망우로 171,서울 중랑구 중화동 210-17,OK,kakao,"서울특별시 중랑구 망우로 171, 5층 (중화동)",,서울,중랑구,중화2동,ROAD_ADDR,1126061000.0,1126010300.0,필정형외과,2115.0,N-28,G50-00281-00585
M-G0512,국민건강보험공단 서울요양원,의료,(노인복지시설) 노인요양시설,서울특별시 강남구 헌릉로590길 50 (세곡동),강남구,세곡동,,02_노인의료복지시설.csv,127.104020538506,37.4613703663442,서울 강남구 헌릉로590길 50,서울 강남구 세곡동 520,OK,kakao,서울특별시 강남구 헌릉로590길 50 (세곡동),,서울,강남구,세곡동,ROAD_ADDR,1168070000.0,1168011100.0,국민건강보험공단 서울요양원,6366.0,AC-31,G50-00574-00642
M-G0522,대한실버하우스,의료,(노인복지시설) 노인요양공동생활가정,서울특별시 금천구 독산로78길 21 (독산동),금천구,독산동,,02_노인의료복지시설.csv,126.903966439685,37.4695356919555,서울 금천구 독산로78길 21,서울 금천구 독산동 187-34,OK,kakao,서울특별시 금천구 독산로78길 21 (독산동),,서울,금천구,독산4동,ROAD_ADDR,1154564000.0,1154510200.0,,8557.0,AB-13,G50-00556-00289
M-G0585,편안한노인요양센터,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 도봉구 덕릉로59아길 54, 3층 (창동, 이순빌딩)",도봉구,창동,,02_노인의료복지시설.csv,127.039498704525,37.6431930243689,서울 도봉구 덕릉로59아길 54,서울 도봉구 창동 607-27,OK,kakao,"서울특별시 도봉구 덕릉로59아길 54, 3층 (창동, 이순빌딩)",,서울,도봉구,창2동,ROAD_ADDR,1132051200.0,1132010700.0,이순빌딩,1464.0,H-25,G50-00170-00529
M-G0636,도봉요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 도봉구 도봉로 601, 401호 (쌍문동, 시그마팰리스)",도봉구,쌍문동,,02_노인의료복지시설.csv,127.040092682995,37.6584191663127,서울 도봉구 도봉로 601,서울 도봉구 쌍문동 575,OK,kakao,"서울특별시 도봉구 도봉로 601, 401호 (쌍문동, 시그마팰리스)",,서울,도봉구,쌍문2동,ROAD_ADDR,1132067000.0,1132010500.0,시그마팰리스아파트,1395.0,G-25,G50-00136-00530
M-G0759,가온요양원2,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 강북구 한천로 1075, 5층 (수유동)",강북구,수유동,,02_노인의료복지시설.csv,127.023420323196,37.6421582966892,서울 강북구 한천로 1075,서울 강북구 수유동 188-7,OK,kakao,"서울특별시 강북구 한천로 1075, 5층 (수유동)",,서울,강북구,수유3동,ROAD_ADDR,1130563500.0,1130510300.0,대광빌딩,1070.0,I-23,G50-00172-00500
M-G0761,가온요양원1,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 강북구 한천로 1075, 3층 (수유동)",강북구,수유동,,02_노인의료복지시설.csv,127.023420323196,37.6421582966892,서울 강북구 한천로 1075,서울 강북구 수유동 188-7,OK,kakao,"서울특별시 강북구 한천로 1075, 3층 (수유동)",,서울,강북구,수유3동,ROAD_ADDR,1130563500.0,1130510300.0,대광빌딩,1070.0,I-23,G50-00172-00500
M-G0863,강남유명요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 강남구 개포로140길 32, 5층 (일원동, 원효빌딩)",강남구,일원동,,02_노인의료복지시설.csv,127.086608834834,37.4935906267977,서울 강남구 개포로140길 32,서울 강남구 일원동 641-4,OK,kakao,"서울특별시 강남구 개포로140길 32, 5층 (일원동, 원효빌딩)",,서울,강남구,일원1동,ROAD_ADDR,1168073000.0,1168011400.0,,6339.0,Y-29,G50-00502-00612
M-G0884,시립중랑노인전문요양원,의료,(노인복지시설) 노인요양시설,"서울특별시 중랑구 양원역로 38 (망우동, 시립중랑노인전문요양원)",중랑구,망우동,,02_노인의료복지시설.csv,127.10768066266,37.6043947292607,서울 중랑구 양원역로 38,서울 중랑구 망우동 227,OK,kakao,"서울특별시 중랑구 양원역로 38 (망우동, 시립중랑노인전문요양원)",,서울,중랑구,망우본동,ROAD_ADDR,1126065500.0,1126010500.0,서울시북부병원 및 시립중랑노인전문요양원,2062.0,M-31,G50-00256-00649
M-G0891,인애요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 관악구 신림로 169, 201호 (신림동, 영창빌딩)",관악구,신림동,,02_노인의료복지시설.csv,126.933711993359,37.474237411225,서울 관악구 신림로 169,서울 관악구 신림동 404-1,OK,kakao,"서울특별시 관악구 신림로 169, 201호 (신림동, 영창빌딩)",,서울,관악구,서림동,ROAD_ADDR,1162066500.0,1162010200.0,영창빌딩,8845.0,AA-15,G50-00545-00342
M-G1063,사랑나눔요양원2,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 강북구 도봉로 243, 4층 (미아동)",강북구,미아동,,02_노인의료복지시설.csv,127.024299843617,37.6301317673735,서울 강북구 도봉로 243,서울 강북구 미아동 202-2,OK,kakao,"서울특별시 강북구 도봉로 243, 4층 (미아동)",,서울,강북구,미아동,ROAD_ADDR,1130553500.0,1130510100.0,중앙빌딩,1118.0,J-23,G50-00199-00502
M-G1064,사랑재활요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 도봉구 덕릉로59아길 54, 4층 (창동)",도봉구,창동,,02_노인의료복지시설.csv,127.039498704525,37.6431930243689,서울 도봉구 덕릉로59아길 54,서울 도봉구 창동 607-27,OK,kakao,"서울특별시 도봉구 덕릉로59아길 54, 4층 (창동)",,서울,도봉구,창2동,ROAD_ADDR,1132051200.0,1132010700.0,이순빌딩,1464.0,H-25,G50-00170-00529
M-G1094,은평요양원,의료,(노인복지시설) 노인요양시설,서울특별시 은평구 진흥로 47 (역촌동),은평구,역촌동,,02_노인의료복지시설.csv,126.920077245523,37.6014837979416,서울 은평구 진흥로 47,서울 은평구 역촌동 42-37,OK,kakao,서울특별시 은평구 진흥로 47 (역촌동),,서울,은평구,역촌동,ROAD_ADDR,1138062500.0,1138010800.0,,3408.0,M-14,G50-00263-00318
M-G1102,love사랑맞이요양원,의료,(노인복지시설) 노인요양시설,"서울특별시 도봉구 마들로 649-20, 8층 (방학동, 메인프라자)",도봉구,방학동,,02_노인의료복지시설.csv,127.044851810275,37.6683516698836,서울 도봉구 마들로 649-20,서울 도봉구 방학동 718-6,OK,kakao,"서울특별시 도봉구 마들로 649-20, 8층 (방학동, 메인프라자)",,서울,도봉구,방학1동,ROAD_ADDR,1132069000.0,1132010600.0,방학동메인프라자,1332.0,F-25,G50-00114-00538
M-G1167,목동조은요양원,의료,(노인복지시설) 노인요양공동생활가정,서울특별시 양천구 중앙로 294 (신정동),양천구,신정동,,02_노인의료복지시설.csv,126.852048644467,37.5225662999628,서울 양천구 중앙로 294,서울 양천구 신정동 971-20,OK,kakao,서울특별시 양천구 중앙로 294 (신정동),,서울,양천구,신정4동,ROAD_ADDR,1147065000.0,1147010100.0,명성빌딩,8026.0,V-8,G50-00438-00197
M-G1211,휴림실버요양센터,의료,(노인복지시설) 노인요양시설,"서울특별시 구로구 디지털로27길 119, B2,2,3 (가리봉동)",구로구,가리봉동,,02_노인의료복지시설.csv,126.887439102718,37.4846208468504,서울 구로구 디지털로27길 119,서울 구로구 가리봉동 89-156,OK,kakao,"서울특별시 구로구 디지털로27길 119, B2,2,3 (가리봉동)",,서울,구로구,가리봉동,ROAD_ADDR,1153059500.0,1153010300.0,,8385.0,Z-11,G50-00522-00260
M-G1299,21세기요양원 노인요양공동생활가정,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 영등포구 도신로 69, 4층 (도림동)",영등포구,도림동,,02_노인의료복지시설.csv,126.900078687919,37.5063440353853,서울 영등포구 도신로 69,서울 영등포구 도림동 251-8,OK,kakao,"서울특별시 영등포구 도신로 69, 4층 (도림동)",,서울,영등포구,도림동,ROAD_ADDR,1156058500.0,1156011800.0,익재빌딩,7374.0,X-13,G50-00474-00282
M-G1334,상봉요양원요양센터,의료,(노인복지시설) 노인요양시설,서울특별시 중랑구 용마산로 485 (망우동),중랑구,망우동,,02_노인의료복지시설.csv,127.099265994613,37.594473911561,서울 중랑구 용마산로 485,서울 중랑구 망우동 458-7,OK,kakao,서울특별시 중랑구 용마산로 485 (망우동),,서울,중랑구,망우3동,ROAD_ADDR,1126066000.0,1126010500.0,창성빌딩,2173.0,N-30,G50-00278-00634
M-G1340,봄날북한산요양원,의료,(노인복지시설) 노인요양시설,"서울특별시 강북구 4.19로 77 (수유동, 봄날북한산요양원)",강북구,수유동,,02_노인의료복지시설.csv,127.006662254726,37.6452256713267,서울 강북구 4.19로 77,서울 강북구 수유동 535-12,OK,kakao,"서울특별시 강북구 4.19로 77 (수유동, 봄날북한산요양원)",,서울,강북구,우이동,ROAD_ADDR,1130564500.0,1130510300.0,,1015.0,H-22,G50-00165-00471
M-G1388,수색실버케어,의료,(노인복지시설) 노인요양시설,서울특별시 은평구 수색로 272-1 (수색동),은평구,수색동,,02_노인의료복지시설.csv,126.894412069395,37.5831339441681,서울 은평구 수색로 272-1,서울 은평구 수색동 366-11,OK,kakao,서울특별시 은평구 수색로 272-1 (수색동),,서울,은평구,수색동,ROAD_ADDR,1138065000.0,1138010100.0,,3489.0,O-12,G50-00303-00272
M-G1403,해피움시니어스타워(종로점),의료,(노인복지시설) 노인요양시설,서울특별시 종로구 홍지문길 29 (홍지동),종로구,홍지동,,02_노인의료복지시설.csv,126.957430835877,37.6020217019898,서울 종로구 홍지문길 29,서울 종로구 홍지동 69-18,OK,kakao,서울특별시 종로구 홍지문길 29 (홍지동),,서울,종로구,부암동,ROAD_ADDR,1111055000.0,1111018500.0,종로시니어스타워,3015.0,M-18,G50-00261-00384
M-G1469,성동실버케어요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 광진구 뚝섬로 613, 4층 (자양동)",광진구,자양동,,02_노인의료복지시설.csv,127.077942462278,37.532708250351,서울 광진구 뚝섬로 613,서울 광진구 자양동 615-27,OK,kakao,"서울특별시 광진구 뚝섬로 613, 4층 (자양동)",,서울,광진구,자양1동,ROAD_ADDR,1121582000.0,1121510500.0,,5063.0,U-28,G50-00415-00596
M-G1482,다사랑요양원,의료,(노인복지시설) 노인요양시설,서울특별시 도봉구 도봉로191길 88-6 (도봉동),도봉구,도봉동,,02_노인의료복지시설.csv,127.040601361546,37.6901428373108,서울 도봉구 도봉로191길 88-6,서울 도봉구 도봉동 383-2,OK,kakao,서울특별시 도봉구 도봉로191길 88-6 (도봉동),,서울,도봉구,도봉1동,ROAD_ADDR,1132052100.0,1132010800.0,,1301.0,C-25,G50-00066-00530
M-G1491,서울숲재활요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 성동구 뚝섬로 401-2, 3층",성동구,성동,,02_노인의료복지시설.csv,127.055403120183,37.5389478799426,서울 성동구 뚝섬로 401-2,서울 성동구 성수동2가 331-2,OK,kakao,"서울특별시 성동구 뚝섬로 401-2, 3층",,서울,성동구,성수2가1동,ROAD_ADDR,1120067000.0,1120011500.0,일산빌딩,4784.0,T-26,G50-00401-00557
M-G1493,사랑재활요양원2호점,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 도봉구 덕릉로59아길 54, 3층 (창동, 이순빌딩)",도봉구,창동,,02_노인의료복지시설.csv,127.039498704525,37.6431930243689,서울 도봉구 덕릉로59아길 54,서울 도봉구 창동 607-27,OK,kakao,"서울특별시 도봉구 덕릉로59아길 54, 3층 (창동, 이순빌딩)",,서울,도봉구,창2동,ROAD_ADDR,1132051200.0,1132010700.0,이순빌딩,1464.0,H-25,G50-00170-00529
M-G1495,효심(라)요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 중랑구 망우로 171, 6층 (중화동)",중랑구,중화동,,02_노인의료복지시설.csv,127.071741182082,37.5931206498144,서울 중랑구 망우로 171,서울 중랑구 중화동 210-17,OK,kakao,"서울특별시 중랑구 망우로 171, 6층 (중화동)",,서울,중랑구,중화2동,ROAD_ADDR,1126061000.0,1126010300.0,필정형외과,2115.0,N-28,G50-00281-00585
M-G1496,효심(다)요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 중랑구 망우로 171, 6층 (중화동)",중랑구,중화동,,02_노인의료복지시설.csv,127.071741182082,37.5931206498144,서울 중랑구 망우로 171,서울 중랑구 중화동 210-17,OK,kakao,"서울특별시 중랑구 망우로 171, 6층 (중화동)",,서울,중랑구,중화2동,ROAD_ADDR,1126061000.0,1126010300.0,필정형외과,2115.0,N-28,G50-00281-00585
M-G1585,A+행복한그린요양원,의료,(노인복지시설) 노인요양시설,서울특별시 노원구 동일로230나길 23 (상계동),노원구,상계동,,02_노인의료복지시설.csv,127.057596723278,37.6725997512949,서울 노원구 동일로230나길 23,서울 노원구 상계동 1019-6,OK,kakao,서울특별시 노원구 동일로230나길 23 (상계동),,서울,노원구,상계1동,ROAD_ADDR,1135063000.0,1135010500.0,,1629.0,E-26,G50-00105-00560
M-G1623,주은요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 금천구 시흥대로 487, 3층 (독산동)",금천구,독산동,,02_노인의료복지시설.csv,126.898321755369,37.4771017048216,서울 금천구 시흥대로 487,서울 금천구 독산동 143-12,OK,kakao,"서울특별시 금천구 시흥대로 487, 3층 (독산동)",,서울,금천구,독산1동,ROAD_ADDR,1154561000.0,1154510200.0,신건빌딩,8530.0,AA-12,G50-00539-00279
M-G1662,강일성모노인요양원,의료,(노인복지시설) 노인요양시설,서울특별시 강동구 고덕로 476 (강일동),강동구,강일동,,02_노인의료복지시설.csv,127.178556364456,37.5578196350096,서울 강동구 고덕로 476,서울 강동구 상일동 553,OK,kakao,서울특별시 강동구 고덕로 476 (강일동),,서울,강동구,상일2동,ROAD_ADDR,1174052600.0,1174010300.0,강일 성모 노인요양원,5286.0,R-37,G50-00360-00774
M-G1691,카멜리아요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 중랑구 동일로 933, 7층 (묵동, 수정빌딩)",중랑구,묵동,,02_노인의료복지시설.csv,127.076566670532,37.6137342537603,서울 중랑구 동일로 933,서울 중랑구 묵동 238-1,OK,kakao,"서울특별시 중랑구 동일로 933, 7층 (묵동, 수정빌딩)",,서울,중랑구,묵2동,ROAD_ADDR,1126063000.0,1126010400.0,묵동제일정형외과,2005.0,L-28,G50-00235-00594
M-G1713,꿈에그린요양원1,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 도봉구 방학로 106, 4층 (방학동, 신우빌딩)",도봉구,방학동,,02_노인의료복지시설.csv,127.04048901097,37.6630372817803,서울 도봉구 방학로 106,서울 도봉구 방학동 689-34,OK,kakao,"서울특별시 도봉구 방학로 106, 4층 (방학동, 신우빌딩)",,서울,도봉구,방학1동,ROAD_ADDR,1132069000.0,1132010600.0,,1345.0,F-25,G50-00126-00530
M-G1744,구로 미가 요양원,의료,(노인복지시설) 노인요양시설,서울특별시 구로구 천왕로 36 (천왕동),구로구,천왕동,,02_노인의료복지시설.csv,126.83937984931,37.4808996260751,서울 구로구 천왕로 36,서울 구로구 천왕동 277-9,OK,kakao,서울특별시 구로구 천왕로 36 (천왕동),,서울,구로구,오류2동,ROAD_ADDR,1153078000.0,1153011100.0,천왕센타프라자,8365.0,AA-7,G50-00530-00175
M-G1749,도봉은빛요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 도봉구 방학로 106, 5층 (방학동, 신우빌딩)",도봉구,방학동,,02_노인의료복지시설.csv,127.04048901097,37.6630372817803,서울 도봉구 방학로 106,서울 도봉구 방학동 689-34,OK,kakao,"서울특별시 도봉구 방학로 106, 5층 (방학동, 신우빌딩)",,서울,도봉구,방학1동,ROAD_ADDR,1132069000.0,1132010600.0,,1345.0,F-25,G50-00126-00530
M-G1803,강서사랑요양원,의료,(노인복지시설) 노인요양시설,서울특별시 강서구 곰달래로 71 (화곡동),강서구,화곡동,,02_노인의료복지시설.csv,126.840822039101,37.5303911340557,서울 강서구 곰달래로 71,서울 강서구 화곡동 425-27,OK,kakao,서울특별시 강서구 곰달래로 71 (화곡동),,서울,강서구,화곡1동,ROAD_ADDR,1150054000.0,1150010300.0,도윤빌딩,7772.0,U-7,G50-00420-00178
M-G1831,삼성요양원,의료,(노인복지시설) 노인요양시설,"서울특별시 관악구 호암로 401 (신림동, 주공2300프라자 4층 ~ 5층)",관악구,신림동,,02_노인의료복지시설.csv,126.925959852782,37.4610796710672,서울 관악구 호암로 401,서울 관악구 신림동 1713-12,OK,kakao,"서울특별시 관악구 호암로 401 (신림동, 주공2300프라자 4층 ~ 5층)",,서울,관악구,삼성동,ROAD_ADDR,1162074500.0,1162010200.0,주공2300프라자,8848.0,AC-15,G50-00574-00328
M-G1932,햇살요양원,의료,(노인복지시설) 노인요양시설,서울특별시 강서구 공항대로41길 34 (등촌동),강서구,등촌동,,02_노인의료복지시설.csv,126.84571196058,37.5592796685251,서울 강서구 공항대로41길 34,서울 강서구 등촌동 700,OK,kakao,서울특별시 강서구 공항대로41길 34 (등촌동),,서울,강서구,등촌3동,ROAD_ADDR,1150053500.0,1150010200.0,플러스존,7587.0,R-8,G50-00356-00186
M-G1934,참사랑실버케어,의료,(노인복지시설) 노인요양시설,서울특별시 강서구 까치산로 106 (화곡동),강서구,화곡동,,02_노인의료복지시설.csv,126.849281947719,37.5475444670864,서울 강서구 까치산로 106,서울 강서구 화곡동 970-2,OK,kakao,서울특별시 강서구 까치산로 106 (화곡동),,서울,강서구,화곡본동,ROAD_ADDR,1150059000.0,1150010300.0,해동빌딩,7674.0,S-8,G50-00382-00193
M-G2007,그린요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 도봉구 방학로 115, 2층 (방학동, 그린빌딩)",도봉구,방학동,,02_노인의료복지시설.csv,127.039515337134,37.6626096459287,서울 도봉구 방학로 115,서울 도봉구 방학동 676-3,OK,kakao,"서울특별시 도봉구 방학로 115, 2층 (방학동, 그린빌딩)",,서울,도봉구,방학1동,ROAD_ADDR,1132069000.0,1132010600.0,방학동근린생활시설,1390.0,F-25,G50-00127-00529
M-G2061,주안요양원,의료,(노인복지시설) 노인요양공동생활가정,서울특별시 은평구 서오릉로13길 10 (구산동),은평구,구산동,,02_노인의료복지시설.csv,126.913406723011,37.6121797843896,서울 은평구 서오릉로13길 10,서울 은평구 구산동 215-18,OK,kakao,서울특별시 은평구 서오릉로13길 10 (구산동),,서울,은평구,구산동,ROAD_ADDR,1138056000.0,1138010500.0,,3410.0,L-14,G50-00239-00306
M-G2067,둥지요양원,의료,(노인복지시설) 노인요양시설,"서울특별시 성북구 오패산로 49, 2층 1호 (하월곡동)",성북구,하월곡동,,02_노인의료복지시설.csv,127.036435972117,37.6063976114138,서울 성북구 오패산로 49,서울 성북구 하월곡동 70-202,OK,kakao,"서울특별시 성북구 오패산로 49, 2층 1호 (하월곡동)",,서울,성북구,월곡1동,ROAD_ADDR,1129071500.0,1129013600.0,,2738.0,M-25,G50-00252-00523
M-G2181,가족사랑요양원,의료,(노인복지시설) 노인요양시설,"서울특별시 강북구 한천로 1108-1, 2, 3층 (수유동)",강북구,수유동,,02_노인의료복지시설.csv,127.021006888252,37.6444186897337,서울 강북구 한천로 1108-1,서울 강북구 수유동 249-16,OK,kakao,"서울특별시 강북구 한천로 1108-1, 2, 3층 (수유동)",,서울,강북구,수유2동,ROAD_ADDR,1130562500.0,1130510300.0,은승빌딩,1048.0,H-23,G50-00167-00496
M-G2213,행복한노인요양원2,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 강북구 덕릉로 46, 4층 2호 (수유동)",강북구,수유동,,02_노인의료복지시설.csv,127.018655647874,37.6340697427662,서울 강북구 덕릉로 46,서울 강북구 수유동 472-4,OK,kakao,"서울특별시 강북구 덕릉로 46, 4층 2호 (수유동)",,서울,강북구,수유1동,ROAD_ADDR,1130561500.0,1130510300.0,신우빌딩,1111.0,J-23,G50-00190-00492
M-G2214,행복한노인요양원1,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 강북구 덕릉로 46, 2층 2호 (수유동)",강북구,수유동,,02_노인의료복지시설.csv,127.018655647874,37.6340697427662,서울 강북구 덕릉로 46,서울 강북구 수유동 472-4,OK,kakao,"서울특별시 강북구 덕릉로 46, 2층 2호 (수유동)",,서울,강북구,수유1동,ROAD_ADDR,1130561500.0,1130510300.0,신우빌딩,1111.0,J-23,G50-00190-00492
M-G2243,우리가족요양원 2호점,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 중랑구 용마산로 488, 5층 (망우동, 유진빌딩)",중랑구,망우동,,02_노인의료복지시설.csv,127.099820049228,37.5944802918229,서울 중랑구 용마산로 488,서울 중랑구 망우동 410-8,OK,kakao,"서울특별시 중랑구 용마산로 488, 5층 (망우동, 유진빌딩)",,서울,중랑구,망우3동,ROAD_ADDR,1126066000.0,1126010500.0,유진빌딩,2182.0,N-30,G50-00278-00635
M-G2244,우리가족요양원 1호점,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 중랑구 용마산로 488, 6층 (망우동, 유진빌딩)",중랑구,망우동,,02_노인의료복지시설.csv,127.099820049228,37.5944802918229,서울 중랑구 용마산로 488,서울 중랑구 망우동 410-8,OK,kakao,"서울특별시 중랑구 용마산로 488, 6층 (망우동, 유진빌딩)",,서울,중랑구,망우3동,ROAD_ADDR,1126066000.0,1126010500.0,유진빌딩,2182.0,N-30,G50-00278-00635
M-G2332,실버캐슬요양원,의료,(노인복지시설) 노인요양공동생활가정,서울특별시 금천구 시흥대로139길 14 (독산동),금천구,독산동,,02_노인의료복지시설.csv,126.897266465278,37.4729970538554,서울 금천구 시흥대로139길 14,서울 금천구 독산동 149-51,OK,kakao,서울특별시 금천구 시흥대로139길 14 (독산동),,서울,금천구,독산1동,ROAD_ADDR,1154561000.0,1154510200.0,,8534.0,AA-12,G50-00548-00277
M-G2340,다원요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 관악구 조원중앙로 24, 3층 (신림동, 우진빌딩)",관악구,신림동,,02_노인의료복지시설.csv,126.905888016012,37.4816590599151,서울 관악구 조원중앙로 24,서울 관악구 신림동 570-2,OK,kakao,"서울특별시 관악구 조원중앙로 24, 3층 (신림동, 우진빌딩)",,서울,관악구,조원동,ROAD_ADDR,1162072500.0,1162010200.0,,8765.0,Z-13,G50-00529-00293
M-G2341,다원요양센터,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 관악구 조원중앙로 24, 5층 (신림동, 우진빌딩)",관악구,신림동,,02_노인의료복지시설.csv,126.905888016012,37.4816590599151,서울 관악구 조원중앙로 24,서울 관악구 신림동 570-2,OK,kakao,"서울특별시 관악구 조원중앙로 24, 5층 (신림동, 우진빌딩)",,서울,관악구,조원동,ROAD_ADDR,1162072500.0,1162010200.0,,8765.0,Z-13,G50-00529-00293
M-G2368,영지요양원,의료,(노인복지시설) 노인요양시설,서울특별시 중랑구 봉우재로 47 (면목동),중랑구,면목동,,02_노인의료복지시설.csv,127.078334141,37.5909676829886,서울 중랑구 봉우재로 47,서울 중랑구 면목동 183-27,OK,kakao,서울특별시 중랑구 봉우재로 47 (면목동),,서울,중랑구,면목2동,ROAD_ADDR,1126052000.0,1126010100.0,영지빌딩,2129.0,N-28,G50-00286-00597
M-G2400,신월실버요양원,의료,(노인복지시설) 노인요양시설,서울특별시 양천구 곰달래로 30 (신월동),양천구,신월동,,02_노인의료복지시설.csv,126.83608967949,37.5297799092428,서울 양천구 곰달래로 30,서울 양천구 신월동 226-8,OK,kakao,서울특별시 양천구 곰달래로 30 (신월동),,서울,양천구,신월1동,ROAD_ADDR,1147056000.0,1147010300.0,승욱빌딩,7925.0,U-7,G50-00422-00169
M-G2405,평강요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 중랑구 용마산로112길 90, 3층 (망우동, 성공빌딩)",중랑구,망우동,,02_노인의료복지시설.csv,127.105413256553,37.5988807341502,서울 중랑구 용마산로112길 90,서울 중랑구 망우동 152-1,OK,kakao,"서울특별시 중랑구 용마산로112길 90, 3층 (망우동, 성공빌딩)",,서울,중랑구,망우본동,ROAD_ADDR,1126065500.0,1126010500.0,성공빌딩,2179.0,M-31,G50-00268-00645
M-G2474,쌍문늘푸른요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 도봉구 해등로26길 7, 쌍문동 501호 (쌍문동)",도봉구,쌍문동,,02_노인의료복지시설.csv,127.032591971352,37.6584184138328,서울 도봉구 해등로26길 7,서울 도봉구 쌍문동 215-1,OK,kakao,"서울특별시 도봉구 해등로26길 7, 쌍문동 501호 (쌍문동)",,서울,도봉구,쌍문4동,ROAD_ADDR,1132068100.0,1132010500.0,,1387.0,G-24,G50-00136-00516
M-G2527,가천요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 중랑구 신내로14길13, 4층 (신내동)",중랑구,신내동,,02_노인의료복지시설.csv,127.096079861027,37.6058331727345,서울 중랑구 신내로14길 13,서울 중랑구 신내동 588-4,OK,kakao,"서울특별시 중랑구 신내로14길13, 4층 (신내동)",,서울,중랑구,신내1동,ROAD_ADDR,1126068000.0,1126010600.0,광백빌딩,2067.0,M-30,G50-00253-00628
M-G2589,늘봄시니어케어센터,의료,(노인복지시설) 노인요양시설,서울특별시 구로구 새말로 38-12 (구로동),구로구,구로동,,02_노인의료복지시설.csv,126.884949084464,37.502506673697,서울 구로구 새말로 38-12,서울 구로구 구로동 571-12,OK,kakao,서울특별시 구로구 새말로 38-12 (구로동),,서울,구로구,구로5동,ROAD_ADDR,1153056000.0,1153010200.0,,8292.0,X-11,G50-00482-00256
