facility_id,facility_name,category_main,category_detail,address,gu_name,dong_name,capacity,source_file,lon,lat,road_address,jibun_address,geocode_status,geocode_provider,geocode_query,geocode_error,geocode_sido,geocode_gu,geocode_dong,kakao_address_type,kakao_h_code,kakao_b_code,kakao_building_name,kakao_zone_no,grid_id,grid_id_50m
H-A0019,혜명양로원,주거,(노인복지시설) 양로시설,서울특별시 금천구 금하로29길,금천구,시흥동,,01_노인주거복지시설.csv,126.912686049667,37.4509802594745,서울 금천구 금하로29길,,OK,kakao,서울특별시 금천구 금하로29길,,서울,금천구,시흥동,ROAD,,,,,AD-14,G50-00597-00305
H-A0098,시립고덕양로원,주거,(노인복지시설) 양로시설,서울특별시 강동구 고덕로 199 (고덕동),강동구,고덕동,,01_노인주거복지시설.csv,127.146961654533,37.555897393822,서울 강동구 고덕로 199,서울 강동구 고덕동 317-23,OK,kakao,서울특별시 강동구 고덕로 199 (고덕동),,서울,강동구,고덕1동,ROAD_ADDR,1174055000.0,1174010200.0,시립고덕양로원,5235.0,R-34,G50-00364-00718
H-A1746,사랑의 집,주거,(노인복지시설) 양로시설,서울특별시 마포구 만리재옛6길 14 (공덕동),마포구,공덕동,,01_노인주거복지시설.csv,126.958150757949,37.5481581610258,서울 마포구 만리재옛6길 14,서울 마포구 공덕동 115-47,OK,kakao,서울특별시 마포구 만리재옛6길 14 (공덕동),,서울,마포구,공덕동,ROAD_ADDR,1144056500.0,1144010200.0,,4208.0,S-18,G50-00381-00385
H-A2156,서울성모원,주거,(노인복지시설) 양로시설,서울특별시 영등포구 대림로12가길 7-1,영등포구,대림1동,,01_노인주거복지시설.csv,126.904627561748,37.4914741693588,서울 영등포구 대림로12가길 7-1,서울 영등포구 대림동 873-5,OK,kakao,서울특별시 영등포구 대림로12가길 7-1,,서울,영등포구,대림1동,ROAD_ADDR,1156070000.0,1156013300.0,,7438.0,Y-13,G50-00507-00290
H-A2218,성우회,주거,(노인복지시설) 양로시설,서울특별시 은평구 통일로92길 13 (불광동),은평구,불광동,,01_노인주거복지시설.csv,126.921702984122,37.6257690511938,서울 은평구 통일로92길 13,서울 은평구 불광동 480-63,OK,kakao,서울특별시 은평구 통일로92길 13 (불광동),,서울,은평구,불광2동,ROAD_ADDR,1138053000.0,1138010300.0,,3337.0,J-14,G50-00209-00320
H-A3022,서울시니어스타워㈜강서본부,주거,(노인복지시설) 노인복지주택,서울특별시 강서구 공항대로 315 (등촌동),강서구,등촌동,,01_노인주거복지시설.csv,126.842791205411,37.5584986162827,서울 강서구 공항대로 315,서울 강서구 등촌동 669-1,OK,kakao,서울특별시 강서구 공항대로 315 (등촌동),,서울,강서구,등촌3동,ROAD_ADDR,1150053500.0,1150010200.0,서울시니어강서타워,7591.0,R-7,G50-00358-00181
H-A3167,섭리의집,주거,(노인복지시설) 양로시설,서울특별시 금천구 시흥대로40길 111-5 (시흥동),금천구,시흥동,,01_노인주거복지시설.csv,126.90866449392,37.4464282723043,서울 금천구 시흥대로40길 111-5,서울 금천구 시흥동 420-4,OK,kakao,서울특별시 금천구 시흥대로40길 111-5 (시흥동),,서울,금천구,시흥5동,ROAD_ADDR,1154571000.0,1154510300.0,,8648.0,AD-13,G50-00607-00297
H-A4603,서울시니어스타워(주)가양본부,주거,(노인복지시설) 노인복지주택,서울특별시 강서구 화곡로68길 102 (등촌동),강서구,등촌동,,01_노인주거복지시설.csv,126.859331594729,37.5569887781271,서울 강서구 화곡로68길 102,서울 강서구 등촌동 637,OK,kakao,서울특별시 강서구 화곡로68길 102 (등촌동),,서울,강서구,등촌1동,ROAD_ADDR,1150052000.0,1150010200.0,서울시니어스가양타워,7550.0,R-9,G50-00361-00210
H-A6023,시니어캐슬 클라시온,주거,(노인복지시설) 노인복지주택,서울특별시 은평구 은평로21길 34-5 (녹번동),은평구,녹번동,,01_노인주거복지시설.csv,126.931059562221,37.6031940461521,서울 은평구 은평로21길 34-5,서울 은평구 녹번동 91-7,OK,kakao,서울특별시 은평구 은평로21길 34-5 (녹번동),,서울,은평구,녹번동,ROAD_ADDR,1138051000.0,1138010200.0,시니어캐슬클라시온,3382.0,M-15,G50-00259-00337
H-A6524,모니카의 집,주거,(노인복지시설) 노인공동생활가정,서울특별시 광진구 자양로33길 36 (구의동),광진구,구의동,,01_노인주거복지시설.csv,127.08614790027,37.547392269316,서울 광진구 자양로33길 36,서울 광진구 구의동 619-24,OK,kakao,서울특별시 광진구 자양로33길 36 (구의동),,서울,광진구,구의2동,ROAD_ADDR,1121586000.0,1121510300.0,,4993.0,S-29,G50-00383-00611
H-A6835,쟌쥬강의 집,주거,(노인복지시설) 양로시설,서울특별시 강서구 까치산로14길 67 (화곡동),강서구,화곡동,,01_노인주거복지시설.csv,126.850046237282,37.5439864066693,서울 강서구 까치산로14길 67,서울 강서구 화곡동 46-5,OK,kakao,서울특별시 강서구 까치산로14길 67 (화곡동),,서울,강서구,화곡본동,ROAD_ADDR,1150059000.0,1150010300.0,,7674.0,T-8,G50-00390-00194
H-A6850,자애로운 성모의 집,주거,(노인복지시설) 양로시설,서울특별시 도봉구 우이천로38마길 19 (쌍문동),도봉구,쌍문동,,01_노인주거복지시설.csv,127.02283794085,37.6536439680276,서울 도봉구 우이천로38마길 19,서울 도봉구 쌍문동 460-212,OK,kakao,서울특별시 도봉구 우이천로38마길 19 (쌍문동),,서울,도봉구,쌍문1동,ROAD_ADDR,1132066000.0,1132010500.0,자애로운성모의집,1376.0,G-23,G50-00147-00499
H-A6971,정동상림원,주거,(노인복지시설) 노인복지주택,서울특별시 중구 정동길 21-31 (정동),중구,정동,,01_노인주거복지시설.csv,126.970970407937,37.5684369679003,서울 중구 정동길 21-31,서울 중구 정동 15-6,OK,kakao,서울특별시 중구 정동길 21-31 (정동),,서울,중구,소공동,ROAD_ADDR,1114052000.0,1114016700.0,정동상림원,4518.0,Q-19,G50-00336-00407
H-A7109,상암 카이져팰리스 클래식,주거,(노인복지시설) 노인복지주택,서울특별시 마포구 월드컵북로47길 37 (상암동),마포구,상암동,,01_노인주거복지시설.csv,126.890283850027,37.5735261269002,서울 마포구 월드컵북로47길 37,서울 마포구 상암동 1641,OK,kakao,서울특별시 마포구 월드컵북로47길 37 (상암동),,서울,마포구,상암동,ROAD_ADDR,1144074000.0,1144012700.0,상암 카이저팰리스,3911.0,P-12,G50-00325-00265
H-C0000011834,서울시니어스타워(주) 강서본부,주거,(노인복지시설) 노인복지주택,서울특별시 강서구 공항대로 315 (등촌동),강서구,등촌동,,01_노인주거복지시설.csv,126.842791205411,37.5584986162827,서울 강서구 공항대로 315,서울 강서구 등촌동 669-1,OK,kakao,서울특별시 강서구 공항대로 315 (등촌동),,서울,강서구,등촌3동,ROAD_ADDR,1150053500.0,1150010200.0,서울시니어강서타워,7591.0,R-7,G50-00358-00181
H-C0000013618,(효천)성바오로집,주거,(노인복지시설) 노인공동생활가정,서울특별시 강남구 논현로18길 18-18 (개포동),강남구,개포동,,01_노인주거복지시설.csv,127.047128662823,37.4771973231204,서울 강남구 논현로18길 18-18,서울 강남구 개포동 1234-6,OK,kakao,서울특별시 강남구 논현로18길 18-18 (개포동),,서울,강남구,개포4동,ROAD_ADDR,1168069000.0,1168010300.0,,6307.0,AA-25,G50-00539-00542
H-C0000014259,후성누리움,주거,(노인복지시설) 노인복지주택,서울특별시 강동구 명일로 135 (둔촌동),강동구,둔촌동,,01_노인주거복지시설.csv,127.143105364484,37.531033303876,서울 강동구 명일로 135,서울 강동구 둔촌동 79-23,OK,kakao,서울특별시 강동구 명일로 135 (둔촌동),,서울,강동구,둔촌2동,ROAD_ADDR,1174070000.0,1174010600.0,둔촌동후성누리,5365.0,U-34,G50-00419-00712
H-C0183214470,황윤현시설,주거,(노인복지시설) 노인공동생활가정,서울특별시 강남구 남부순환로 2609 (도곡동),강남구,도곡동,,01_노인주거복지시설.csv,127.035096207425,37.4849629812617,서울 강남구 남부순환로 2609,서울 강남구 도곡동 957-14,OK,kakao,서울특별시 강남구 남부순환로 2609 (도곡동),,서울,강남구,도곡1동,ROAD_ADDR,1168065500.0,1168011800.0,하늘빌딩,6267.0,Z-24,G50-00521-00521
H-C0608200217,KB골든라이프케어 종로평창카운티,주거,(노인복지시설) 노인복지주택,서울특별시 종로구 평창문화로 87 (평창동),종로구,평창동,,01_노인주거복지시설.csv,126.970782371875,37.6073086277665,서울 종로구 평창문화로 87,서울 종로구 평창동 153-3,OK,kakao,서울특별시 종로구 평창문화로 87 (평창동),,서울,종로구,평창동,ROAD_ADDR,1111056000.0,1111018300.0,KB골든라이프케어평창카운티,3009.0,L-19,G50-00250-00407
H-C0608462966,세디아,주거,(노인복지시설) 양로시설,서울특별시 영등포구 신길로 93 (신길동),영등포구,신길동,,01_노인주거복지시설.csv,126.909256040448,37.5016428787326,서울 영등포구 신길로 93,서울 영등포구 신길동 253-242,OK,kakao,서울특별시 영등포구 신길로 93 (신길동),,서울,영등포구,신길5동,ROAD_ADDR,1156067000.0,1156013200.0,살레시오수녀회,7399.0,X-13,G50-00484-00298
H-C0609522399,위례심포니아,주거,(노인복지시설) 노인복지주택,서울특별시 송파구 위례순환로 377 (장지동),송파구,장지동,,01_노인주거복지시설.csv,127.144703653527,37.4777742298459,서울 송파구 위례순환로 377,서울 송파구 장지동 891,OK,kakao,서울특별시 송파구 위례순환로 377 (장지동),,서울,송파구,위례동,ROAD_ADDR,1171064700.0,1171010900.0,,5851.0,AA-34,G50-00537-00714
H-C0609707992,VL르웨스트,주거,(노인복지시설) 노인복지주택,서울특별시 강서구 마곡중앙3로 16 (마곡동),강서구,마곡동,,01_노인주거복지시설.csv,126.824552633783,37.5629708738715,서울 강서구 마곡중앙3로 16,서울 강서구 마곡동 768,OK,kakao,서울특별시 강서구 마곡중앙3로 16 (마곡동),,서울,강서구,방화1동,ROAD_ADDR,1150063000.0,1150010500.0,VL 르웨스트,7800.0,Q-6,G50-00348-00149
H-G1222,요셉의집,주거,(노인복지시설) 노인공동생활가정,서울특별시 도봉구 시루봉로15라길 69 (방학동),도봉구,방학동,,01_노인주거복지시설.csv,127.032724206576,37.671022378979,서울 도봉구 시루봉로15라길 69,서울 도봉구 방학동 393-33,OK,kakao,서울특별시 도봉구 시루봉로15라길 69 (방학동),,서울,도봉구,방학2동,ROAD_ADDR,1132070000.0,1132010600.0,,1314.0,E-24,G50-00108-00517
H-G1767,서울시니어스타워(주)강남본부,주거,(노인복지시설) 노인복지주택,"서울특별시 강남구 자곡로 100-2 (자곡동, 서울특별시니어스강남타워)",강남구,자곡동,,01_노인주거복지시설.csv,127.095746441934,37.4714953520547,서울 강남구 자곡로 100-2,서울 강남구 자곡동 631,OK,kakao,"서울특별시 강남구 자곡로 100-2 (자곡동, 서울특별시니어스강남타워)",,서울,강남구,세곡동,ROAD_ADDR,1168070000.0,1168011200.0,서울시니어스 강남타워,6373.0,AB-30,G50-00551-00628
H-G1824,하이원빌리지,주거,(노인복지시설) 노인복지주택,서울특별시 용산구 한강대로40가길 24 (한강로2가),용산구,한강로동,,01_노인주거복지시설.csv,126.972304667752,37.5309782759738,서울 용산구 한강대로40가길 24,서울 용산구 한강로2가 55,OK,kakao,서울특별시 용산구 한강대로40가길 24 (한강로2가),,서울,용산구,한강로동,ROAD_ADDR,1117062500.0,1117012500.0,하이원빌리지,4382.0,U-19,G50-00419-00410
H-G2203,서울시니어스타워(주) 서울본부,주거,(노인복지시설) 노인복지주택,"서울특별시 중구 다산로 72 (신당동, 서울특별시니어스타워)",중구,신당동,,01_노인주거복지시설.csv,127.008063451732,37.5509031659541,서울 중구 다산로 72,서울 중구 신당동 366-144,OK,kakao,"서울특별시 중구 다산로 72 (신당동, 서울특별시니어스타워)",,서울,중구,약수동,ROAD_ADDR,1114063500.0,1114016200.0,서울시니어스타워,4597.0,S-22,G50-00375-00473
H-G2640,THE CLASSIC 500,주거,(노인복지시설) 양로시설,서울특별시 광진구 능동로 90 (자양동),광진구,자양동,,01_노인주거복지시설.csv,127.070921773952,37.5383625791299,서울 광진구 능동로 90,서울 광진구 자양동 227-342,OK,kakao,서울특별시 광진구 능동로 90 (자양동),,서울,광진구,자양3동,ROAD_ADDR,1121584000.0,1121510500.0,더클래식500,5065.0,T-28,G50-00403-00584
H-G2642,노블레스타워,주거,(노인복지시설) 노인복지주택,서울특별시 성북구 종암로 90 (종암동),성북구,종암동,,01_노인주거복지시설.csv,127.0354027589,37.598450559746,서울 성북구 종암로 90,서울 성북구 종암동 3-91,OK,kakao,서울특별시 성북구 종암로 90 (종암동),,서울,성북구,종암동,ROAD_ADDR,1129070500.0,1129013500.0,노블레스타워,2797.0,M-24,G50-00269-00521
H-G3309,더시그넘하우스,주거,(노인복지시설) 노인복지주택,"서울특별시 강남구 자곡로 204-25 (자곡동, 더시그넘하우스)",강남구,자곡동,,01_노인주거복지시설.csv,127.103778878303,37.4732283306185,서울 강남구 자곡로 204-25,서울 강남구 자곡동 664,OK,kakao,"서울특별시 강남구 자곡로 204-25 (자곡동, 더시그넘하우스)",,서울,강남구,세곡동,ROAD_ADDR,1168070000.0,1168011200.0,더시그넘하우스,6373.0,AA-30,G50-00547-00642
H-G4986,실버하우스 늘봄,주거,(노인복지시설) 노인공동생활가정,서울특별시 양천구 목동중앙남로3길 42 (목동),양천구,목동,,01_노인주거복지시설.csv,126.865218711184,37.5357741599899,서울 양천구 목동중앙남로3길 42,서울 양천구 목동 734-16,OK,kakao,서울특별시 양천구 목동중앙남로3길 42 (목동),,서울,양천구,목4동,ROAD_ADDR,1147054000.0,1147010200.0,목동행복빌딩,7959.0,T-9,G50-00408-00221
M-A0001,서울꽃동네신내노인요양원,의료,(노인복지시설) 노인요양시설,서울특별시 중랑구 신내로 194 (신내동),중랑구,신내동,,02_노인의료복지시설.csv,127.094974939359,37.616207421698,서울 중랑구 신내로 194,서울 중랑구 신내동 642,OK,kakao,서울특별시 중랑구 신내로 194 (신내동),,서울,중랑구,신내1동,ROAD_ADDR,1126068000.0,1126010600.0,꽃동네 신내노인요양원,2052.0,K-30,G50-00230-00627
M-A0003,청운노인요양원,의료,(노인복지시설) 노인요양시설,서울특별시 종로구 비봉길 76 (구기동),종로구,구기동,,02_노인의료복지시설.csv,126.954959734242,37.6151805464846,서울 종로구 비봉길 76,서울 종로구 구기동 216,OK,kakao,서울특별시 종로구 비봉길 76 (구기동),,서울,종로구,평창동,ROAD_ADDR,1111056000.0,1111018200.0,청운양로원,3001.0,L-17,G50-00232-00379
M-A0007,천사노인요양원,의료,(노인복지시설) 노인요양시설,서울특별시 강서구 강서로45다길 30-22 (화곡동),강서구,화곡동,,02_노인의료복지시설.csv,126.833485621837,37.54669189732,서울 강서구 강서로45다길 30-22,서울 강서구 화곡동 1010,OK,kakao,서울특별시 강서구 강서로45다길 30-22 (화곡동),,서울,강서구,화곡3동,ROAD_ADDR,1150056000.0,1150010300.0,"강서요양원, 강서노인주간보호센터",7704.0,S-7,G50-00384-00165
M-A0099,노인요양센터 인영실버,의료,(노인복지시설) 노인요양시설,"서울특별시 금천구 금하로 596 (시흥동, 인영실버빌딩)",금천구,시흥동,,02_노인의료복지시설.csv,126.897950094773,37.4534356982059,서울 금천구 금하로 596,서울 금천구 시흥동 995-29,OK,kakao,"서울특별시 금천구 금하로 596 (시흥동, 인영실버빌딩)",,서울,금천구,시흥1동,ROAD_ADDR,1154567000.0,1154510300.0,,8632.0,AD-12,G50-00591-00278
M-A0100,동명노인복지쎈타,의료,(노인복지시설) 노인요양시설,서울특별시 관악구 봉천로23라길 15 (봉천동),관악구,봉천동,,02_노인의료복지시설.csv,126.937222323844,37.488437966233,서울 관악구 봉천로23라길 15,서울 관악구 봉천동 647-10,OK,kakao,서울특별시 관악구 봉천로23라길 15 (봉천동),,서울,관악구,보라매동,ROAD_ADDR,1162052500.0,1162010100.0,동명복지센터,8718.0,Z-16,G50-00514-00348
M-A0131,영기노인요양원,의료,(노인복지시설) 노인요양시설,서울특별시 노원구 동일로248길 30 (상계동),노원구,상계동,,02_노인의료복지시설.csv,127.056929215041,37.6804837316788,서울 노원구 동일로248길 30,서울 노원구 상계동 1266,OK,kakao,서울특별시 노원구 동일로248길 30 (상계동),,서울,노원구,상계1동,ROAD_ADDR,1135063000.0,1135010500.0,홍파복지원,1623.0,D-26,G50-00087-00559
M-A0343,은천노인요양센터,의료,(노인복지시설) 노인요양시설,서울특별시 동대문구 장한로27가길 66 (장안동),동대문구,장안동,,02_노인의료복지시설.csv,127.07141220377,37.5760076583931,서울 동대문구 장한로27가길 66,서울 동대문구 장안동 304-8,OK,kakao,서울특별시 동대문구 장한로27가길 66 (장안동),,서울,동대문구,장안2동,ROAD_ADDR,1123066000.0,1123010600.0,,2527.0,P-28,G50-00319-00585
M-A0347,동작실버센터,의료,(노인복지시설) 노인요양시설,서울특별시 동작구 노량진로32길 53 (본동),동작구,본동,,02_노인의료복지시설.csv,126.957219718476,37.5116042870058,서울 동작구 노량진로32길 53,서울 동작구 본동 8-12,OK,kakao,서울특별시 동작구 노량진로32길 53 (본동),,서울,동작구,노량진1동,ROAD_ADDR,1159051000.0,1159010400.0,동작실버센터,6908.0,W-18,G50-00462-00383
M-A0368,구립서초노인요양센터,의료,(노인복지시설) 노인요양시설,서울특별시 서초구 남부순환로340길 21 (서초동),서초구,서초동,,02_노인의료복지시설.csv,127.024624698871,37.4817426297404,서울 서초구 남부순환로340길 21,서울 서초구 서초동 380-4,OK,kakao,서울특별시 서초구 남부순환로340길 21 (서초동),,서울,서초구,서초1동,ROAD_ADDR,1165051000.0,1165010800.0,구립서초 노인요양센터,6756.0,Z-23,G50-00528-00502
M-A0607,청운노인복지센터,의료,(노인복지시설) 노인요양시설,서울특별시 동작구 국사봉1길 145 (상도동),동작구,상도동,,02_노인의료복지시설.csv,126.933354447054,37.4957113004494,서울 동작구 국사봉1길 145,서울 동작구 상도동 290-1,OK,kakao,서울특별시 동작구 국사봉1길 145 (상도동),,서울,동작구,상도3동,ROAD_ADDR,1159055000.0,1159010200.0,사회복지법인청운종합복지원,7043.0,Y-15,G50-00497-00341
M-A0765,두엄자리,의료,(노인복지시설) 노인요양시설,서울특별시 양천구 목동중앙남로16다길 6-13 (목동),양천구,목동,,02_노인의료복지시설.csv,126.86576275138,37.5439534213804,서울 양천구 목동중앙남로16다길 6-13,서울 양천구 목동 318-6,OK,kakao,서울특별시 양천구 목동중앙남로16다길 6-13 (목동),,서울,양천구,목3동,ROAD_ADDR,1147053000.0,1147010200.0,목동두엄자리,7952.0,T-9,G50-00390-00222
M-A0974,시립중계노인전문요양원,의료,(노인복지시설) 노인요양시설,"서울특별시 노원구 섬밭로 313 (중계동, 시립중계노인전문요양원)",노원구,중계동,,02_노인의료복지시설.csv,127.061588190976,37.6435604425625,서울 노원구 섬밭로 313,서울 노원구 중계동 501-9,OK,kakao,"서울특별시 노원구 섬밭로 313 (중계동, 시립중계노인전문요양원)",,서울,노원구,중계2.3동,ROAD_ADDR,1135062500.0,1135010600.0,시립중계노인전문요양원,1771.0,H-27,G50-00169-00568
M-A1025,시립서부노인전문요양센터,의료,(노인복지시설) 노인요양시설,서울특별시 마포구 월드컵로36길 15 (성산동),마포구,성산동,,02_노인의료복지시설.csv,126.9025023151,37.5664628675331,서울 마포구 월드컵로36길 15,서울 마포구 성산동 370,OK,kakao,서울특별시 마포구 월드컵로36길 15 (성산동),,서울,마포구,성산2동,ROAD_ADDR,1144073000.0,1144012500.0,서부노인전문요양센터,3937.0,Q-13,G50-00340-00287
M-A1302,중앙소규모요양시설(나 형),의료,(노인복지시설) 노인요양시설,서울특별시 서대문구 서소문로 43-49 (합동),서대문구,합동,,02_노인의료복지시설.csv,126.965028578952,37.5609065430604,서울 서대문구 서소문로 43-49,서울 서대문구 합동 31-11,OK,kakao,서울특별시 서대문구 서소문로 43-49 (합동),,서울,서대문구,충현동,ROAD_ADDR,1141056500.0,1141010300.0,노인복지시설,3741.0,R-18,G50-00353-00397
M-A1303,중앙노인요양공동생활가정,의료,(노인복지시설) 노인요양공동생활가정,서울특별시 서대문구 서소문로 43-49 (합동),서대문구,합동,,02_노인의료복지시설.csv,126.965028578952,37.5609065430604,서울 서대문구 서소문로 43-49,서울 서대문구 합동 31-11,OK,kakao,서울특별시 서대문구 서소문로 43-49 (합동),,서울,서대문구,충현동,ROAD_ADDR,1141056500.0,1141010300.0,노인복지시설,3741.0,R-18,G50-00353-00397
M-A1307,남부실버요양원,의료,(노인복지시설) 노인요양시설,서울특별시 금천구 범안로12가길 59 (독산동),금천구,독산동,,02_노인의료복지시설.csv,126.894426866145,37.4651462993579,서울 금천구 범안로12가길 59,서울 금천구 독산동 1006-77,OK,kakao,서울특별시 금천구 범안로12가길 59 (독산동),,서울,금천구,독산1동,ROAD_ADDR,1154561000.0,1154510200.0,남부실버요양센터,8602.0,AB-12,G50-00565-00272
M-A1310,순애노인전문요양원,의료,(노인복지시설) 노인요양시설,경기도 고양시 덕양구 고골길178번길 73 (관산동),덕양구,관산동,,02_노인의료복지시설.csv,126.87383455412,37.7128729439204,경기 고양시 덕양구 고골길178번길 73,경기 고양시 덕양구 관산동 10,OK,kakao,경기도 고양시 덕양구 고골길178번길 73 (관산동),,경기,고양시 덕양구,관산동,ROAD_ADDR,4128160000.0,4128111800.0,,10265.0,A-10,G50-00015-00236
M-A1487,동명노인요양공동생활가정,의료,(노인복지시설) 노인요양공동생활가정,서울특별시 관악구 봉천로23라길 13-1 (봉천동),관악구,봉천동,,02_노인의료복지시설.csv,126.936763513502,37.488260493322,서울 관악구 봉천로23라길 13-1,서울 관악구 봉천동 647-29,OK,kakao,서울특별시 관악구 봉천로23라길 13-1 (봉천동),,서울,관악구,보라매동,ROAD_ADDR,1162052500.0,1162010100.0,동명노인요양공동생활가정,8718.0,Z-16,G50-00514-00347
M-A1515,한사랑실버케어요양원,의료,(노인복지시설) 노인요양시설,서울특별시 동대문구 장한로28길 56 (장안동),동대문구,장안동,,02_노인의료복지시설.csv,127.075070322342,37.5726545900529,서울 동대문구 장한로28길 56,서울 동대문구 장안동 331-9,OK,kakao,서울특별시 동대문구 장한로28길 56 (장안동),,서울,동대문구,장안2동,ROAD_ADDR,1123066000.0,1123010600.0,,2524.0,P-28,G50-00327-00591
M-A1703,구립하계실버센터,의료,(노인복지시설) 노인요양시설,서울특별시 노원구 한글비석로 4 (하계동),노원구,하계동,,02_노인의료복지시설.csv,127.064189901872,37.6331080823382,서울 노원구 한글비석로 4,서울 노원구 하계동 357,OK,kakao,서울특별시 노원구 한글비석로 4 (하계동),,서울,노원구,하계2동,ROAD_ADDR,1135061200.0,1135010400.0,구립하계실버센터,1862.0,J-27,G50-00192-00572
M-A1704,정성요양원,의료,(노인복지시설) 노인요양공동생활가정,서울특별시 동작구 보라매로 89 (신대방동),동작구,신대방동,,02_노인의료복지시설.csv,126.927645309245,37.4973758849409,서울 동작구 보라매로 89,서울 동작구 신대방동 344-16,OK,kakao,서울특별시 동작구 보라매로 89 (신대방동),,서울,동작구,신대방2동,ROAD_ADDR,1159068000.0,1159010900.0,우진빌딩,7060.0,Y-15,G50-00494-00331
M-A1723,효림노인요양센터,의료,(노인복지시설) 노인요양시설,서울특별시 서대문구 경기대로9길 62 (충정로3가),서대문구,충현동,,02_노인의료복지시설.csv,126.960893058142,37.564328942266,서울 서대문구 경기대로9길 62,서울 서대문구 충정로3가 1-38,OK,kakao,서울특별시 서대문구 경기대로9길 62 (충정로3가),,서울,서대문구,충현동,ROAD_ADDR,1141056500.0,1141010200.0,수효사효림원,3746.0,Q-18,G50-00345-00390
M-A1926,호선실버센터,의료,(노인복지시설) 노인요양시설,서울특별시 강서구 수명로2길 96 (내발산동),강서구,내발산동,,02_노인의료복지시설.csv,126.827858315253,37.551305765179,서울 강서구 수명로2길 96,서울 강서구 내발산동 746,OK,kakao,서울특별시 강서구 수명로2길 96 (내발산동),,서울,강서구,발산1동,ROAD_ADDR,1150061100.0,1150010600.0,은강회복지센터,7636.0,S-6,G50-00374-00155
M-A1945,강북노인전문요양원,의료,(노인복지시설) 노인요양시설,서울특별시 강북구 삼양로92길 20 (수유동),강북구,수유동,,02_노인의료복지시설.csv,127.018013536465,37.6365423267144,서울 강북구 삼양로92길 20,서울 강북구 수유동 399-23,OK,kakao,서울특별시 강북구 삼양로92길 20 (수유동),,서울,강북구,인수동,ROAD_ADDR,1130566000.0,1130510300.0,강북노인전문요양원,1082.0,I-23,G50-00185-00491
M-A2007,유자원,의료,(노인복지시설) 노인요양시설,서울특별시 동대문구 망우로 82 (휘경동),동대문구,휘경동,,02_노인의료복지시설.csv,127.06355328121,37.5862119387672,서울 동대문구 망우로 82,서울 동대문구 휘경동 29-1,OK,kakao,서울특별시 동대문구 망우로 82 (휘경동),,서울,동대문구,휘경2동,ROAD_ADDR,1123073000.0,1123010900.0,"삼육서울병원, 삼육보건대학교",2500.0,O-27,G50-00297-00571
M-A2112,시립동부노인전문요양센터,의료,(노인복지시설) 노인요양시설,서울특별시 성동구 마장로23길 12 (홍익동),성동구,홍익동,,02_노인의료복지시설.csv,127.032963032956,37.5676299945366,서울 성동구 마장로23길 12,서울 성동구 홍익동 16-1,OK,kakao,서울특별시 성동구 마장로23길 12 (홍익동),,서울,성동구,왕십리도선동,ROAD_ADDR,1120053500.0,1120010300.0,시립동부노인전문요양센터,4706.0,Q-24,G50-00338-00517
M-A2214,청암노인요양원,의료,(노인복지시설) 노인요양시설,서울특별시 송파구 성내천로 193 (마천동),송파구,마천동,,02_노인의료복지시설.csv,127.149804368074,37.501481563891,서울 송파구 성내천로 193,서울 송파구 마천동 52,OK,kakao,서울특별시 송파구 성내천로 193 (마천동),,서울,송파구,마천2동,ROAD_ADDR,1171055000.0,1171011400.0,청암요양원,5745.0,X-35,G50-00485-00723
M-A2412,일광노인요양센터,의료,(노인복지시설) 노인요양시설,서울특별시 성북구 보문로31길 70 (삼선동3가),성북구,삼선동,,02_노인의료복지시설.csv,127.013486435291,37.5869401515944,서울 성북구 보문로31길 70,서울 성북구 삼선동3가 33-4,OK,kakao,서울특별시 성북구 보문로31길 70 (삼선동3가),,서울,성북구,삼선동,ROAD_ADDR,1129055500.0,1129011300.0,,2863.0,O-23,G50-00295-00483
M-A2538,청남노인요양공동생활가정,의료,(노인복지시설) 노인요양공동생활가정,서울특별시 동작구 강남초등8길 20 (상도1동),동작구,상도1동,,02_노인의료복지시설.csv,126.951022639812,37.5052799801875,서울 동작구 강남초등8길 20,서울 동작구 상도1동 572,OK,kakao,서울특별시 동작구 강남초등8길 20 (상도1동),,서울,동작구,상도1동,ROAD_ADDR,1159053000.0,1159010300.0,청남빌딩,6912.0,X-17,G50-00476-00372
M-A2912,사랑이있는집노인요양공동생활가정,의료,(노인복지시설) 노인요양공동생활가정,서울특별시 광진구 용마산로8마길 7-10 (중곡동),광진구,중곡동,,02_노인의료복지시설.csv,127.090240159836,37.5608246181539,서울 광진구 용마산로8마길 7-10,서울 광진구 중곡동 143-19,OK,kakao,서울특별시 광진구 용마산로8마길 7-10 (중곡동),,서울,광진구,중곡4동,ROAD_ADDR,1121577000.0,1121510100.0,,4939.0,R-29,G50-00353-00618
M-A2928,도르가복지선교회,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 종로구 홍지문길 84, B01호 (구기동)",종로구,구기동,,02_노인의료복지시설.csv,126.957782737277,37.6057358900756,서울 종로구 홍지문길 84,서울 종로구 구기동 35-2,OK,kakao,"서울특별시 종로구 홍지문길 84, B01호 (구기동)",,서울,종로구,평창동,ROAD_ADDR,1111056000.0,1111018200.0,,3013.0,M-18,G50-00253-00384
