name,address,gu_raw,lon,lat,geocode_status
보광제1경로당,서울특별시 용산구 보광로7길 9,용산구,127.000543922242,37.5258196829156,api_ok
보광종점경로당,서울특별시 용산구 장문로 95,용산구,127.000173314126,37.5263091985034,api_ok
보광경로당,서울특별시 용산구 장문로19길 1,용산구,126.997603019535,37.5261942064372,api_ok
보광신동아아파트경로당,서울특별시 용산구 장문로 104,용산구,127.001226204604,37.5260554700675,api_ok
보광동제3경로당,서울특별시 용산구 보광로32길 1,용산구,126.998070728119,37.5293183489258,api_ok
새로나경로당,서울특별시 용산구 보광로12가길 23-6,용산구,127.000738975564,37.5278107161311,api_ok
우사단경로당,서울특별시 용산구 우사단로4길 30,용산구,126.9983932287,37.5313733579409,api_ok
보광삼성리버빌아파트경로당,서울특별시 용산구 보광로5길 40,용산구,127.001282735069,37.5240693901126,api_ok
우리들경로당,서울특별시 용산구 장문로80 202호,용산구,126.99840793826,37.5259677981936,api_ok
청계벽산(아)경로당,"무학로 50(왕십리도선동, 청계벽산아파트) 관리사무소 1층",성동구,127.032672663162,37.5691096001774,api_ok
도선동경로당,무학로6길 9(왕십리도선동) 노인지회 5층,성동구,127.031126962364,37.5654858523364,api_ok
도선장수경로당,무학로6길 50(왕십리도선동) 삼성쉐르빌 3층,성동구,127.035023853624,37.5645961982208,api_ok
"청계벽산(아)홍익동
경로당","무학로 50(왕십리도선동, 청계벽산아파트) 임대관리사무소 1층",성동구,127.032672663162,37.5691096001774,api_ok
청계대주(아)경로당,"무학로12길 11(왕십리도선동, 청계대주아파트) 관리사무소 1층",성동구,127.031394917436,37.5674638278358,api_ok
미소경로당,"마장로 137(상왕십리동, 텐즈힐) 202동 1층",성동구,127.025053595952,37.5678250213489,api_ok
희망경로당,"마장로 137(상왕십리동, 텐즈힐) 214동 1층",성동구,127.025053595952,37.5678250213489,api_ok
텐즈힐 열린경로당,"무학로 33(하왕십리동, 텐즈힐) 115동 1층",성동구,127.02634785313,37.5691641596929,api_ok
텐즈힐 행복경로당,"무학로 33(하왕십리동, 텐즈힐) 121동 1층",성동구,127.02634785313,37.5691641596929,api_ok
센트라스(아)제1경로당,"왕십리로 410(도선동, 센트라스아파트) 123동 1층",성동구,127.024082467223,37.5666029325047,api_ok
무학경로당,왕십리로31길 29(왕십리2동),성동구,127.027375756694,37.5617077326658,api_ok
일심경로당,무학봉15라길 4(왕십리2동),성동구,127.030426772042,37.5626880809846,api_ok
한신무학(아)경로당,"왕십리로31나길 18(왕십리2동, 한신무학아파트) 관리사무소 1층",성동구,127.028087268049,37.5630312195883,api_ok
"금호베스트빌(아) 
제1경로당","난계로 114-31(왕십리2동, 금호베스트빌아파트) 관리사무소 1층",성동구,127.025952317395,37.5612312466825,api_ok
"금호베스트빌(아)
모아경로당","난계로 114-31(왕십리2동, 금호베스트빌아파트) 무학어린이집 2층",성동구,127.025952317395,37.5612312466825,api_ok
무학현대(아)경로당,"무학봉길 49(왕십리2동, 무학현대아파트) 관리사무소 1층",성동구,127.028045292728,37.5615648576502,api_ok
왕십리제2경로당,무학봉길 40(왕십리2동),성동구,127.027261605305,37.5602920228549,api_ok
일심할머니경로당,무학봉23길 5(왕십리2동),성동구,127.031347405216,37.5621287717799,api_ok
왕십리제일경로당,왕십리로31가길 12 (1층),성동구,127.028594804291,37.5639601151281,api_ok
안정경로당,무학봉12길 3-11(왕십리2동),성동구,127.029598835653,37.5604165184221,api_ok
하왕극동미라주(아),"난계로 73(왕십리2동, 하왕극동미라주아파트) 관리사무소 1층",성동구,127.023298446358,37.5594875603578,api_ok
극동미라주(아)제2,"난계로 73(왕십리2동, 극동미라주아파트) 104동 1층",성동구,127.023298446358,37.5594875603578,api_ok
풍림경로당,"난계로 84(왕십리2동, 풍림아파트) 풍림어린이집 같은 건물",성동구,127.024079949145,37.5591314196289,api_ok
