facility_id,facility_name,category_main,category_detail,address,gu_name,dong_name,capacity,source_file
M-C0609523110,늘푸른요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 성북구 장월로1길 60, 4층 (상월곡동)",성북구,상월곡동,,02_노인의료복지시설.csv
M-C0609523119,KB골든라이프케어 은평 빌리지,의료,(노인복지시설) 노인요양시설,서울특별시 은평구 연서로 391 (진관동),은평구,진관동,,02_노인의료복지시설.csv
M-C0609543152,행복요양원,의료,(노인복지시설) 노인요양시설,"서울특별시 강북구 삼양로163길 15 (우이동, 행복요양원)",강북구,우이동,,02_노인의료복지시설.csv
M-C0609543160,집으로요양원1,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 영등포구 대림로 88, 4층 (대림동)",영등포구,대림동,,02_노인의료복지시설.csv
M-C0609543163,집으로요양원2,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 영등포구 대림로 88, 4층 (대림동)",영등포구,대림동,,02_노인의료복지시설.csv
M-C0609589136,강북효심요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 강북구 삼양로77가길 9, 4층 (수유동)",강북구,수유동,,02_노인의료복지시설.csv
M-C0609600128,늘품요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 노원구 한글비석로47길 58, 3층 (상계동)",노원구,상계동,,02_노인의료복지시설.csv
M-C0609616164,늘품요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 노원구 한글비석로47길 58, 3층 (상계동)",노원구,상계동,,02_노인의료복지시설.csv
M-C0609677535,미소지움요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 동대문구 한천로37길 19, 3층 (답십리동)",동대문구,답십리동,,02_노인의료복지시설.csv
M-C0609681178,엔젤리아요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 강서구 금낭화로 5, 3층 (방화동)",강서구,방화동,,02_노인의료복지시설.csv
M-C0609704357,우리함께요양원 서울본점,의료,(노인복지시설) 노인요양시설,서울특별시 구로구 경인로11길 8-1 (오류동),구로구,오류동,,02_노인의료복지시설.csv
M-C0609706367,윤화요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 동대문구 한천로37길 23, 2층 (답십리동)",동대문구,답십리동,,02_노인의료복지시설.csv
M-C0609707921,강북하루정요양원2,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 강북구 삼양로112길 5, 4층 (수유동)",강북구,수유동,,02_노인의료복지시설.csv
M-C0609707946,관악중앙실버타운,의료,(노인복지시설) 노인요양시설,"서울특별시 관악구 양녕로 93, 501호 (봉천동, 블루밍센터빌딩)",관악구,봉천동,,02_노인의료복지시설.csv
M-C0609711222,KB골든라이프케어 강동빌리지,의료,(노인복지시설) 노인요양시설,서울특별시 강동구 아리수로93나길 10 (강일동),강동구,강일동,,02_노인의료복지시설.csv
M-C0609711526,한마음요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 강남구 논현로12길 19-4, 2~3층 (개포동)",강남구,개포동,,02_노인의료복지시설.csv
M-C0609712769,은빛사랑1,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 영등포구 디지털로 392, 4층 (대림동)",영등포구,대림동,,02_노인의료복지시설.csv
M-C0609712770,은빛사랑2,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 영등포구 디지털로 392, 5층 (대림동)",영등포구,대림동,,02_노인의료복지시설.csv
M-C0609712772,은빛사랑3,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 영등포구 디지털로 392, 6층 (대림동)",영등포구,대림동,,02_노인의료복지시설.csv
M-C0609712774,은빛사랑1,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 영등포구 디지털로 392, 4층 (대림동)",영등포구,대림동,,02_노인의료복지시설.csv
M-C0609712775,은빛사랑2,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 영등포구 디지털로 392, 5층 (대림동)",영등포구,대림동,,02_노인의료복지시설.csv
M-C0609712776,은빛사랑3,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 영등포구 디지털로 392, 6층 (대림동)",영등포구,대림동,,02_노인의료복지시설.csv
M-C0609719566,도우누리편안한요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 동대문구 한천로37길 19, 5층 (답십리동)",동대문구,답십리동,,02_노인의료복지시설.csv
M-C0609720182,중랑우리요양원1호점,의료,(노인복지시설) 노인요양공동생활가정,서울특별시 중랑구 동일로 775 (중화동),중랑구,중화동,,02_노인의료복지시설.csv
M-C0609720624,효심요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 강북구 삼양로77가길 9, 지층,2층 (수유동)",강북구,수유동,,02_노인의료복지시설.csv
M-C0609723337,은빛요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 관악구 신림로 134, 4층 (신림동)",관악구,신림동,,02_노인의료복지시설.csv
M-C0609728700,중랑우리요양원2호점,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 중랑구 동일로 775 (중화동, 그린프라자 6층)",중랑구,중화동,,02_노인의료복지시설.csv
M-C0609728935,(A+)강동포도나무요양원 1호점,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 강동구 상암로 195, 2층 201호 (명일동)",강동구,명일동,,02_노인의료복지시설.csv
M-C0609728936,(A+)강동포도나무요양원 2호점,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 강동구 상암로 195, 203호 (명일동)",강동구,명일동,,02_노인의료복지시설.csv
M-C0609740183,희망요양원,의료,(노인복지시설) 노인요양시설,서울특별시 도봉구 덕릉로59길 20 (창동),도봉구,창동,,02_노인의료복지시설.csv
M-C0609740385,아름다운 시니어스 요양원,의료,(노인복지시설) 노인요양시설,서울특별시 종로구 홍지문길 29 (홍지동),종로구,홍지동,,02_노인의료복지시설.csv
M-C0609744218,두엄자리,의료,(노인복지시설) 노인요양시설,서울특별시 양천구 목동중앙남로16다길 6-13 (목동),양천구,목동,,02_노인의료복지시설.csv
M-C0609744367,보라매요양원,의료,(노인복지시설) 노인요양시설,"서울특별시 구로구 목동남로 32 (고척동, 지하1층, 지상2층~7층 )",구로구,목동,,02_노인의료복지시설.csv
M-C0609749030,오월의숲요양원,의료,(노인복지시설) 노인요양시설,서울특별시 동대문구 한천로 207 (전농동),동대문구,전농동,,02_노인의료복지시설.csv
M-C0609749135,파미유요양원,의료,(노인복지시설) 노인요양시설,서울특별시 도봉구 시루봉로27가길 11-3 (도봉동),도봉구,도봉동,,02_노인의료복지시설.csv
M-C0609753186,아름다운시니어스 요양원,의료,(노인복지시설) 노인요양시설,서울특별시 종로구 홍지문길 29 (홍지동),종로구,홍지동,,02_노인의료복지시설.csv
M-F04366,사회복지법인 진각복지재단 진각홈케어 성북센터,의료,(노인복지시설) 노인요양시설,서울특별시 성북구 화랑로 215층 (하월곡동),성북구,하월곡동,,02_노인의료복지시설.csv
M-F04452,이암요양원,의료,(노인복지시설) 노인요양시설,서울특별시 성동구 마장로 125 (상왕십리동),성동구,상왕십리동,,02_노인의료복지시설.csv
M-F04762,(가칭)치매안심마을,의료,(노인복지시설) 노인요양시설,경기도 양주시 백석읍 기산로440번길 34,,,,02_노인의료복지시설.csv
M-F04766,서울시립마포실버케어센터,의료,(노인복지시설) 노인요양시설,서울특별시 마포구 백범로31길 21서울특별시립마포실버케어센터 (공덕동),마포구,공덕동,,02_노인의료복지시설.csv
M-F04767,서울시립동대문실버케어센터,의료,(노인복지시설) 노인요양시설,서울특별시 동대문구 황물로 12 (답십리동),동대문구,답십리동,,02_노인의료복지시설.csv
M-F14036,수명산요양원,의료,(노인복지시설) 노인요양시설,서울특별시 강서구 수명로2가길 25-16수명산요양원 (내발산동)(내발산동),강서구,내발산동,,02_노인의료복지시설.csv
M-F14037,88소망요양원,의료,(노인복지시설) 노인요양공동생활가정,서울특별시 강서구 화곡로 2253층 (화곡동)(화곡동),강서구,화곡동,,02_노인의료복지시설.csv
M-F14054,시립강동실버케어센터,의료,(노인복지시설) 노인요양시설,서울특별시 강동구 고덕로 199 (고덕동) 시립강동실버케어센터,강동구,고덕동,,02_노인의료복지시설.csv
M-F14074,민영재활요양원,의료,(노인복지시설) 노인요양시설,서울특별시 강북구 덕릉로40길 663층 (번동)(번동),강북구,번동,,02_노인의료복지시설.csv
M-F14075,민영재활요양원,의료,(노인복지시설) 노인요양시설,서울특별시 강북구 덕릉로40길 663층 (번동),강북구,번동,,02_노인의료복지시설.csv
M-G0032,삼농실버마을,의료,(노인복지시설) 노인요양시설,서울특별시 구로구 오류로8길 84 (오류동),구로구,오류동,,02_노인의료복지시설.csv
M-G0357,구립한남노인요양원,의료,(노인복지시설) 노인요양시설,서울특별시 용산구 독서당로 103 (한남동),용산구,한남동,,02_노인의료복지시설.csv
M-G0443,효심(가)요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 중랑구 망우로 171, 5층 (중화동)",중랑구,중화동,,02_노인의료복지시설.csv
M-G0444,효심(나)요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 중랑구 망우로 171, 5층 (중화동)",중랑구,중화동,,02_노인의료복지시설.csv
M-G0512,국민건강보험공단 서울요양원,의료,(노인복지시설) 노인요양시설,서울특별시 강남구 헌릉로590길 50 (세곡동),강남구,세곡동,,02_노인의료복지시설.csv
M-G0522,대한실버하우스,의료,(노인복지시설) 노인요양공동생활가정,서울특별시 금천구 독산로78길 21 (독산동),금천구,독산동,,02_노인의료복지시설.csv
M-G0585,편안한노인요양센터,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 도봉구 덕릉로59아길 54, 3층 (창동, 이순빌딩)",도봉구,창동,,02_노인의료복지시설.csv
M-G0636,도봉요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 도봉구 도봉로 601, 401호 (쌍문동, 시그마팰리스)",도봉구,쌍문동,,02_노인의료복지시설.csv
M-G0759,가온요양원2,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 강북구 한천로 1075, 5층 (수유동)",강북구,수유동,,02_노인의료복지시설.csv
M-G0761,가온요양원1,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 강북구 한천로 1075, 3층 (수유동)",강북구,수유동,,02_노인의료복지시설.csv
M-G0863,강남유명요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 강남구 개포로140길 32, 5층 (일원동, 원효빌딩)",강남구,일원동,,02_노인의료복지시설.csv
M-G0884,시립중랑노인전문요양원,의료,(노인복지시설) 노인요양시설,"서울특별시 중랑구 양원역로 38 (망우동, 시립중랑노인전문요양원)",중랑구,망우동,,02_노인의료복지시설.csv
M-G0891,인애요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 관악구 신림로 169, 201호 (신림동, 영창빌딩)",관악구,신림동,,02_노인의료복지시설.csv
M-G1063,사랑나눔요양원2,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 강북구 도봉로 243, 4층 (미아동)",강북구,미아동,,02_노인의료복지시설.csv
M-G1064,사랑재활요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 도봉구 덕릉로59아길 54, 4층 (창동)",도봉구,창동,,02_노인의료복지시설.csv
M-G1094,은평요양원,의료,(노인복지시설) 노인요양시설,서울특별시 은평구 진흥로 47 (역촌동),은평구,역촌동,,02_노인의료복지시설.csv
M-G1102,love사랑맞이요양원,의료,(노인복지시설) 노인요양시설,"서울특별시 도봉구 마들로 649-20, 8층 (방학동, 메인프라자)",도봉구,방학동,,02_노인의료복지시설.csv
M-G1137,A+도봉재활요양원,의료,(노인복지시설) 노인요양시설,"서울특별시 도봉구 도봉로152길 26, 6 (방학동)",도봉구,방학동,,02_노인의료복지시설.csv
M-G1167,목동조은요양원,의료,(노인복지시설) 노인요양공동생활가정,서울특별시 양천구 중앙로 294 (신정동),양천구,신정동,,02_노인의료복지시설.csv
M-G1211,휴림실버요양센터,의료,(노인복지시설) 노인요양시설,"서울특별시 구로구 디지털로27길 119, B2,2,3 (가리봉동)",구로구,가리봉동,,02_노인의료복지시설.csv
M-G1299,21세기요양원 노인요양공동생활가정,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 영등포구 도신로 69, 4층 (도림동)",영등포구,도림동,,02_노인의료복지시설.csv
M-G1334,상봉요양원요양센터,의료,(노인복지시설) 노인요양시설,서울특별시 중랑구 용마산로 485 (망우동),중랑구,망우동,,02_노인의료복지시설.csv
M-G1340,봄날북한산요양원,의료,(노인복지시설) 노인요양시설,"서울특별시 강북구 4.19로 77 (수유동, 봄날북한산요양원)",강북구,수유동,,02_노인의료복지시설.csv
M-G1388,수색실버케어,의료,(노인복지시설) 노인요양시설,서울특별시 은평구 수색로 272-1 (수색동),은평구,수색동,,02_노인의료복지시설.csv
M-G1403,해피움시니어스타워(종로점),의료,(노인복지시설) 노인요양시설,서울특별시 종로구 홍지문길 29 (홍지동),종로구,홍지동,,02_노인의료복지시설.csv
M-G1469,성동실버케어요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 광진구 뚝섬로 613, 4층 (자양동)",광진구,자양동,,02_노인의료복지시설.csv
M-G1482,다사랑요양원,의료,(노인복지시설) 노인요양시설,서울특별시 도봉구 도봉로191길 88-6 (도봉동),도봉구,도봉동,,02_노인의료복지시설.csv
M-G1491,서울숲재활요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 성동구 뚝섬로 401-2, 3층",성동구,성동,,02_노인의료복지시설.csv
M-G1493,사랑재활요양원2호점,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 도봉구 덕릉로59아길 54, 3층 (창동, 이순빌딩)",도봉구,창동,,02_노인의료복지시설.csv
M-G1495,효심(라)요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 중랑구 망우로 171, 6층 (중화동)",중랑구,중화동,,02_노인의료복지시설.csv
M-G1496,효심(다)요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 중랑구 망우로 171, 6층 (중화동)",중랑구,중화동,,02_노인의료복지시설.csv
M-G1585,A+행복한그린요양원,의료,(노인복지시설) 노인요양시설,서울특별시 노원구 동일로230나길 23 (상계동),노원구,상계동,,02_노인의료복지시설.csv
M-G1622,사랑방요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 도봉구 도봉로 727-1, 2 (방학동, 금천빌딩)",도봉구,방학동,,02_노인의료복지시설.csv
M-G1623,주은요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 금천구 시흥대로 487, 3층 (독산동)",금천구,독산동,,02_노인의료복지시설.csv
M-G1662,강일성모노인요양원,의료,(노인복지시설) 노인요양시설,서울특별시 강동구 고덕로 476 (강일동),강동구,강일동,,02_노인의료복지시설.csv
M-G1691,카멜리아요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 중랑구 동일로 933, 7층 (묵동, 수정빌딩)",중랑구,묵동,,02_노인의료복지시설.csv
M-G1713,꿈에그린요양원1,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 도봉구 방학로 106, 4층 (방학동, 신우빌딩)",도봉구,방학동,,02_노인의료복지시설.csv
M-G1744,구로 미가 요양원,의료,(노인복지시설) 노인요양시설,서울특별시 구로구 천왕로 36 (천왕동),구로구,천왕동,,02_노인의료복지시설.csv
M-G1749,도봉은빛요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 도봉구 방학로 106, 5층 (방학동, 신우빌딩)",도봉구,방학동,,02_노인의료복지시설.csv
M-G1803,강서사랑요양원,의료,(노인복지시설) 노인요양시설,서울특별시 강서구 곰달래로 71 (화곡동),강서구,화곡동,,02_노인의료복지시설.csv
M-G1831,삼성요양원,의료,(노인복지시설) 노인요양시설,"서울특별시 관악구 호암로 401 (신림동, 주공2300프라자 4층 ~ 5층)",관악구,신림동,,02_노인의료복지시설.csv
M-G1838,서울시립영보노인요양원,의료,(노인복지시설) 노인요양시설,경기도 용인시 처인구 이동면 이원로 483,처인구,이동,,02_노인의료복지시설.csv
M-G1932,햇살요양원,의료,(노인복지시설) 노인요양시설,서울특별시 강서구 공항대로41길 34 (등촌동),강서구,등촌동,,02_노인의료복지시설.csv
M-G1934,참사랑실버케어,의료,(노인복지시설) 노인요양시설,서울특별시 강서구 까치산로 106 (화곡동),강서구,화곡동,,02_노인의료복지시설.csv
M-G2007,그린요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 도봉구 방학로 115, 2층 (방학동, 그린빌딩)",도봉구,방학동,,02_노인의료복지시설.csv
M-G2061,주안요양원,의료,(노인복지시설) 노인요양공동생활가정,서울특별시 은평구 서오릉로13길 10 (구산동),은평구,구산동,,02_노인의료복지시설.csv
M-G2067,둥지요양원,의료,(노인복지시설) 노인요양시설,"서울특별시 성북구 오패산로 49, 2층 1호 (하월곡동)",성북구,하월곡동,,02_노인의료복지시설.csv
M-G2181,가족사랑요양원,의료,(노인복지시설) 노인요양시설,"서울특별시 강북구 한천로 1108-1, 2, 3층 (수유동)",강북구,수유동,,02_노인의료복지시설.csv
M-G2213,행복한노인요양원2,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 강북구 덕릉로 46, 4층 2호 (수유동)",강북구,수유동,,02_노인의료복지시설.csv
M-G2214,행복한노인요양원1,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 강북구 덕릉로 46, 2층 2호 (수유동)",강북구,수유동,,02_노인의료복지시설.csv
M-G2243,우리가족요양원 2호점,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 중랑구 용마산로 488, 5층 (망우동, 유진빌딩)",중랑구,망우동,,02_노인의료복지시설.csv
M-G2244,우리가족요양원 1호점,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 중랑구 용마산로 488, 6층 (망우동, 유진빌딩)",중랑구,망우동,,02_노인의료복지시설.csv
M-G2267,효드림요양원,의료,(노인복지시설) 노인요양시설,"서울특별시 서대문구 응암로 62, 4~7층 (북가좌동)",서대문구,북가좌동,,02_노인의료복지시설.csv
M-G2332,실버캐슬요양원,의료,(노인복지시설) 노인요양공동생활가정,서울특별시 금천구 시흥대로139길 14 (독산동),금천구,독산동,,02_노인의료복지시설.csv
M-G2340,다원요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 관악구 조원중앙로 24, 3층 (신림동, 우진빌딩)",관악구,신림동,,02_노인의료복지시설.csv
M-G2341,다원요양센터,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 관악구 조원중앙로 24, 5층 (신림동, 우진빌딩)",관악구,신림동,,02_노인의료복지시설.csv
M-G2368,영지요양원,의료,(노인복지시설) 노인요양시설,서울특별시 중랑구 봉우재로 47 (면목동),중랑구,면목동,,02_노인의료복지시설.csv
M-G2400,신월실버요양원,의료,(노인복지시설) 노인요양시설,서울특별시 양천구 곰달래로 30 (신월동),양천구,신월동,,02_노인의료복지시설.csv
M-G2405,평강요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 중랑구 용마산로112길 90, 3층 (망우동, 성공빌딩)",중랑구,망우동,,02_노인의료복지시설.csv
M-G2474,쌍문늘푸른요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 도봉구 해등로26길 7, 쌍문동 501호 (쌍문동)",도봉구,쌍문동,,02_노인의료복지시설.csv
M-G2527,가천요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 중랑구 신내로14길13, 4층 (신내동)",중랑구,신내동,,02_노인의료복지시설.csv
M-G2555,나이팅게일너싱홈,의료,(노인복지시설) 노인요양시설,"서울특별시 동작구 남부순환로255길 8, 1,3층 101,301호 (사당동, 장미빌라)",동작구,사당동,,02_노인의료복지시설.csv
M-G2589,늘봄시니어케어센터,의료,(노인복지시설) 노인요양시설,서울특별시 구로구 새말로 38-12 (구로동),구로구,구로동,,02_노인의료복지시설.csv
M-G2597,도봉하루요양원2호점,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 도봉구 방학로3길 103, 6층 (쌍문동, 춘광빌딩)",도봉구,쌍문동,,02_노인의료복지시설.csv
M-G2659,마더노인요양센터,의료,(노인복지시설) 노인요양시설,"서울특별시 강동구 명일로 230, 2층 (길동, 삼보프리빌)",강동구,강동,,02_노인의료복지시설.csv
M-G2687,엘림요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 중랑구 봉우재로 79, 3층 (상봉동, 화성빌딩)",중랑구,상봉동,,02_노인의료복지시설.csv
M-G2744,실버빌노인요양원2호점,의료,(노인복지시설) 노인요양시설,"서울특별시 도봉구 노해로 277 (창동, 우진빌딩)",도봉구,창동,,02_노인의료복지시설.csv
M-G2778,우리엄마요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 성북구 보문로 123, 3층 (보문동2가)",성북구,보문동,,02_노인의료복지시설.csv
M-G2846,한가람요양원,의료,(노인복지시설) 노인요양시설,"서울특별시 강서구 등촌로 183, 4층,5층 (등촌동)",강서구,등촌동,,02_노인의료복지시설.csv
M-G2883,실버캐슬요양타운,의료,(노인복지시설) 노인요양시설,서울특별시 양천구 신월로 107 (신월동),양천구,신월동,,02_노인의료복지시설.csv
M-G2893,정원요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 중랑구 용마산로112길 90, 4층 (망우동)",중랑구,망우동,,02_노인의료복지시설.csv
M-G2901,경복궁요양센터,의료,(노인복지시설) 노인요양시설,서울특별시 송파구 성내천로47길 40 (마천동),송파구,마천동,,02_노인의료복지시설.csv
M-G3008,강북재활요양원2호점,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 도봉구 도봉로 669, 601호 (방학동, 이정빌딩)",도봉구,방학동,,02_노인의료복지시설.csv
M-G3010,강북재활요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 도봉구 도봉로 669, 601호 (방학동, 이정빌딩)",도봉구,방학동,,02_노인의료복지시설.csv
M-G3078,가족사랑요양원,의료,(노인복지시설) 노인요양시설,"서울특별시 금천구 시흥대로 214, 10층 (시흥동)",금천구,시흥동,,02_노인의료복지시설.csv
M-G3095,큰사랑요양원,의료,(노인복지시설) 노인요양시설,"서울특별시 도봉구 도봉로180길 46, 5층 (도봉동)",도봉구,도봉동,,02_노인의료복지시설.csv
M-G3108,행복마지요양원,의료,(노인복지시설) 노인요양시설,"서울특별시 강서구 강서로12길 8-8, 1,2층 (화곡동, 근상프리즘주상복합아파트)",강서구,화곡동,,02_노인의료복지시설.csv
M-G3115,청춘요양원,의료,(노인복지시설) 노인요양시설,"서울특별시 도봉구 도봉로180길 46, 4층 (도봉동)",도봉구,도봉동,,02_노인의료복지시설.csv
M-G3116,은나무요양원,의료,(노인복지시설) 노인요양시설,"서울특별시 도봉구 도봉로180길 46, 6층 (도봉동)",도봉구,도봉동,,02_노인의료복지시설.csv
M-G3119,행복요양원,의료,(노인복지시설) 노인요양시설,"서울특별시 도봉구 도봉로180길 46, 2층 (도봉동)",도봉구,도봉동,,02_노인의료복지시설.csv
M-G3121,상계요양원,의료,(노인복지시설) 노인요양시설,서울특별시 노원구 동일로242바길 27 (상계동),노원구,상계동,,02_노인의료복지시설.csv
M-G3143,미소사랑요양원,의료,(노인복지시설) 노인요양시설,"서울특별시 도봉구 도봉로180길 46, 3층 (도봉동)",도봉구,도봉동,,02_노인의료복지시설.csv
M-G3176,효심요양원,의료,(노인복지시설) 노인요양시설,"서울특별시 도봉구 도봉로180길 46, 7층 (도봉동)",도봉구,도봉동,,02_노인의료복지시설.csv
M-G3186,가족사랑노인요양센터,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 강북구 월계로 75, 4층 (미아동, 동구빌딩)",강북구,미아동,,02_노인의료복지시설.csv
M-G3257,효누리요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 노원구 한글비석로 422, 3층 (상계동)",노원구,상계동,,02_노인의료복지시설.csv
M-G3292,행복한노인요양원3,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 강북구 덕릉로 46, 2, 4층 (수유동, 신우빌딩)",강북구,수유동,,02_노인의료복지시설.csv
M-G3308,더시그넘하우스 너싱홈,의료,(노인복지시설) 노인요양시설,서울특별시 강남구 자곡로 204-25 (자곡동),강남구,자곡동,,02_노인의료복지시설.csv
M-G3322,강북실버요양원2호점,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 도봉구 도봉로 669, 201동 (방학동, 이정빌딩)",도봉구,방학동,,02_노인의료복지시설.csv
M-G3324,강북실버요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 도봉구 도봉로 669, 201호 (방학동, 이정빌딩)",도봉구,방학동,,02_노인의료복지시설.csv
M-G3335,솔요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 강서구 강서로17길 25 (화곡동, 3층)",강서구,화곡동,,02_노인의료복지시설.csv
M-G3336,푸른요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 강서구 강서로17길 25 (화곡동, 3층)",강서구,화곡동,,02_노인의료복지시설.csv
M-G3337,푸른요양원2호점,의료,(노인복지시설) 노인요양시설,"서울특별시 강북구 도봉로81길 43, 지,1,5~8층 (수유동)",강북구,수유동,,02_노인의료복지시설.csv
M-G3346,푸른솔요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 강서구 강서로17길 25 (화곡동, 3층)",강서구,화곡동,,02_노인의료복지시설.csv
M-G3364,큰사랑노인요양원,의료,(노인복지시설) 노인요양시설,"서울특별시 도봉구 도봉로152길 26, 7층 (방학동, 렉시온프라자)",도봉구,방학동,,02_노인의료복지시설.csv
M-G3372,도봉하루요양원3호점,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 도봉구 방학로3길 103, 5층 (쌍문동, 춘광빌딩)",도봉구,쌍문동,,02_노인의료복지시설.csv
M-G3386,강북요양원,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 도봉구 도봉로 669, 5층 501호 (방학동, 이정빌딩)",도봉구,방학동,,02_노인의료복지시설.csv
M-G3387,강북요양원2호점,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 도봉구 도봉로 669, 5층 501호 (방학동, 이정빌딩)",도봉구,방학동,,02_노인의료복지시설.csv
M-G3389,효심요양원2호,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 중랑구 망우로 171, 4층 (중화동)",중랑구,중화동,,02_노인의료복지시설.csv
M-G3391,효심요양원1호,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 중랑구 망우로 171, 4층 (중화동)",중랑구,중화동,,02_노인의료복지시설.csv
M-G3503,행복가득요양원,의료,(노인복지시설) 노인요양시설,서울특별시 서대문구 거북골로 202-2 (북가좌동),서대문구,북가좌동,,02_노인의료복지시설.csv
M-G3646,러빙케어,의료,(노인복지시설) 노인요양시설,"서울특별시 노원구 상계로1길 54-4, 207, 307호 (상계동, 상계동센트럴타워)",노원구,상계동,,02_노인의료복지시설.csv
M-G3658,사랑재활요양원3호점,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 도봉구 덕릉로59아길 54 (창동, 이순빌딩 3,4층)",도봉구,창동,,02_노인의료복지시설.csv
M-G3761,길재활요양원,의료,(노인복지시설) 노인요양시설,서울특별시 강북구 인수봉로 225 (수유동),강북구,수유동,,02_노인의료복지시설.csv
M-G3775,정진요양원,의료,(노인복지시설) 노인요양시설,서울특별시 성북구 서경로 110 (정릉동),성북구,정릉동,,02_노인의료복지시설.csv
M-G3809,하나요양원,의료,(노인복지시설) 노인요양시설,"서울특별시 금천구 시흥대로153길 99, 4,7,8층 (가산동)",금천구,가산동,,02_노인의료복지시설.csv
M-G3817,정원실버요양원 2호점,의료,(노인복지시설) 노인요양공동생활가정,"서울특별시 강동구 양재대로124길 41, 3층 (길동, 성원빌딩)",강동구,강동,,02_노인의료복지시설.csv
