name,address,gu_raw
신촌e편한세상1단지경로당,서대문구 북아현로1가길 20,서대문구
신촌e편한세상2단지경로당,"서대문구 북아현로1길 17, 
203동",서대문구
신촌e편한세상3단지경로당,"서대문구 북아현로 29, 303동",서대문구
신촌e편한세상4단지경로당,"서대문구 신촌로35길 10, 401동",서대문구
대신경로당,서대문구 이화여대1안길 20,서대문구
신촌경로당,서대문구 성산로24길 1-20,서대문구
럭키A경로당,서대문구 이화여대길 50-12,서대문구
창천경로당,서대문구 신촌로11길 35-4,서대문구
연서경로당,서대문구 홍제천로2길 111,서대문구
임광A경로당,서대문구 동교로 291,서대문구
홍연경로당,서대문구 홍연길 70,서대문구
연산경로당,서대문구 연희로18안길 34-3,서대문구
대림A경로당,서대문구 연희로32길 20,서대문구
연희궁경로당,서대문구 성산로17길 30,서대문구
연희대우A경로당,서대문구 연희로 38-20,서대문구
연희성원A경로당,서대문구 연희로32길 48,서대문구
연희파크시니어클럽,서대문구 홍제천로 136,서대문구
홍제1동분회경로당,서대문구 모래내로 459-6,서대문구
남양A경로당,서대문구 홍제내길 168,서대문구
홍제현대A경로당,서대문구 통일로39가길 57,서대문구
초원경로당,서대문구 홍제내2길 56,서대문구
삼성래미안A경로당,서대문구 통일로 319,서대문구
무악재한화A경로당,서대문구 통일로 357,서대문구
홍제한양A경로당,서대문구 통일로25길 30,서대문구
홍제금호어울림경로당,서대문구 모래내로 411,서대문구
홍제성원아파트경로당,서대문구 모래내로 430,서대문구
홍제센트럴아이파크경로당,"서대문구 통일로 395, 107동",서대문구
푸르지오센트럴파크경로당,"서대문구 통일로 339, 103동",서대문구
홍제고은경로당,서대문구 통일로39길 60,서대문구
인왕경로당,서대문구 통일로26길 12-5,서대문구
무악청구A경로당,서대문구 통일로 348,서대문구
인왕산현대A경로당,서대문구 통일로34길 46,서대문구
인왕산현대A제2경로당,서대문구 통일로34길 46,서대문구
홍제원현대A경로당,서대문구 통일로34길 43,서대문구
홍제원현대A제2경로당,서대문구 통일로34길 43,서대문구
인왕산어울림A경로당,서대문구 통일로26길 17,서대문구
느티나무경로당,서대문구 통일로36다길 2,서대문구
홍제3동분회경로당,서대문구 세검정로4길 32,서대문구
현대그린A경로당,서대문구 세무서2길 64,서대문구
개미마을경로당,서대문구 세검정로4길 129-16,서대문구
유원하나A경로당,서대문구 세검정로 134,서대문구
유원하나A제2경로당,서대문구 세검정로 134,서대문구
태영으뜸A경로당,서대문구 세검정로3길 63,서대문구
문화촌현대A경로당,서대문구 문화촌길 6-24,서대문구
인왕산벽산A경로당,서대문구 세무서길 106-12,서대문구
은빛홍삼경로당,서대문구 세무서7길 21-4,서대문구
해링턴플레이스경로당,"서대문구 세무서8길 30, 109동",서대문구
아름다운홍일경로당,서대문구 통일로48가길 37,서대문구
홍은1동분회경로당,서대문구 세검정로1길 116,서대문구
풍림2차A경로당,서대문구 세검정로1길 35,서대문구
벽산A경로당,서대문구 세검정로1길 95,서대문구
포방터경로당,서대문구 홍은중앙로9길 43,서대문구
우정경로당,서대문구 홍은중앙로 164,서대문구
유원A경로당,"서대문구 홍은중앙로1길 32, 3층",서대문구
홍은풍림아이원A경로당,서대문구 홍은중앙로 149,서대문구
동일A경로당,서대문구 홍은중앙로 81,서대문구
북한산더샵아파트경로당,서대문구 통일로 510,서대문구
북한산두산위브1차아파트경로당,서대문구 홍은중앙로3길 9,서대문구
홍은동원베네스트A경로당,서대문구 홍은중앙로1길 65,서대문구
백련경로당,서대문구 명지대길 50,서대문구
상지경로당,서대문구 통일로 555-1,서대문구
논골문화원,서대문구 연희로41나길 1,서대문구
현대A경로당,서대문구 연희로 377,서대문구
두산A경로당,서대문구 모래내로 309,서대문구
정원단지경로당,서대문구 연희로39나길 8,서대문구
미성A경로당,서대문구 연희로41길 114,서대문구
홍남경로당,서대문구 증가로4길 38-9,서대문구
금송힐스빌경로당,서대문구 연희로41길 173,서대문구
e편한세상 홍제가든플라츠 경로당,서대문구 통일로 505,서대문구
홍은2동경로당,"서대문구 모래내로 334, 2층",서대문구
힐스테이트홍은포레스트경로당,서대문구 가좌로4길 21,서대문구
래미안남가좌2차A경로당,서대문구 수색로6길 43,서대문구
DMC파크뷰자이1단지경로당,서대문구 가재울미래로 2,서대문구
DMC파크뷰자이2단지경로당,서대문구 가재울미래로 2,서대문구
DMC금호리첸시아A경로당,서대문구 수색로2길 39,서대문구
남가좌2동분회경로당,서대문구 가재울로8길 27-14,서대문구
삼오경로당,서대문구 명지대3길 36-4,서대문구
남가좌삼성A경로당,"서대문구 증가로 191, 104동 옆",서대문구
가좌울경로당,"서대문구 증가로 191, 202동 옆",서대문구
가좌상록경로당,서대문구 가재울로 45,서대문구
현대A경로당,서대문구 가재울로 45,서대문구
남가좌쌍용스윗닷홈A경로당,서대문구 거북골로 91-6,서대문구
가재울센트레빌A경로당,서대문구 거북골로 120,서대문구
DMC에코자이시니어스클럽,서대문구 거북골로 84,서대문구
래미안루센티아시니어스클럽,서대문구 거북골로 100,서대문구
DMC센트럴아이파크경로당,서대문구 증가로 150,서대문구
현대A경로당,서대문구 응암로 33,서대문구
월드컵현대A경로당,서대문구 수색로 154,서대문구
DMC신일해피트리A경로당,서대문구 수색로 147-1,서대문구
"북가좌연희한양A경로당
(DMC한양)",서대문구 응암로 28,서대문구
요진아파트 실버문화원,"서대문구 수색로 102, 5층",서대문구
DMC아파트제1경로당,서대문구 수색로 100,서대문구
DMC아파트제2경로당,서대문구 수색로 100,서대문구
DMC아파트제3경로당,서대문구 수색로 100,서대문구
DMC아파트제4경로당,서대문구 수색로 100,서대문구
은가경로당,서대문구 증가로20길 43,서대문구
신가경로당,서대문구 거북골로22길 29-51,서대문구
삼호A경로당,서대문구 거북골로 154,서대문구
거북경로당,"서대문구 거북골로 154, 105동",서대문구
두산위브A경로당,서대문구 증가로 200-8,서대문구
휴먼빌A경로당,서대문구 거북골로18가길 23,서대문구
DMC(가재울)아이파크경로당,서대문구 거북골로14길 32,서대문구
북가좌휴먼센터경로당,"서대문구 증가로30길 45-9, 2층",서대문구
아현1경로당,환일길 52-1(공덕동),마포구
공덕1동경로당,만리재옛길 78-1,마포구
연봉경로당,만리재로16길 10-5(공덕동),마포구
공덕2삼성래미안(아)경로당,"마포대로20길 26
(공덕동, 삼성래미안공덕2차아파트)",마포구
공덕한화꿈에그린(아)경로당,"마포대로 10길 22
(공덕동, 마포한화꿈에그린아파트)",마포구
브라운스톤공덕(아)경로당,"백범로 230
(신공덕동, 브라운스톤공덕아파트)",마포구
덕성경로당,임정로15길 6-5(신공덕동),마포구
신공덕삼성(아)제2경로당,"백범로37길 6
(신공덕1차삼성래미안(112~113동))",마포구
신공덕2삼성래미안(아)경로당,"만리재로 74
(신공덕동, 신공덕2차삼성래미안)",마포구
신공덕삼성3차(아)경로당,"만리재로 60
(신공덕동, 신공덕3차삼성래미안)",마포구
신공덕삼성1차(아)경로당,"백범로37길 12
(신공덕동, 신공덕1차삼성래미안)",마포구
한마음경로당,"만리재로 74
(신공덕동, 신공덕2차삼성래미안)",마포구
큰덕경로당,만리재로 106(공덕동),마포구
마포펜트라우스(아)경로당,"백범로 205
(신공덕동,마포펜트라우스)",마포구
SH공사공덕2삼성(아)경로당,만리재옛길 101,마포구
공덕아이파크(아)경로당,만리재로 36,마포구
공덕2동제1경로당,마포대로10길 13(공덕동) 5층,마포구
공덕자이(아)경로당,마포대로24길 16,마포구
"마포센트럴아이파크 경로당
(구. 아현아이파크 경로당)",마포대로 246,마포구
공덕자이(아)제2경로당,마포대로26길 22,마포구
공덕현대아파트경로당,"마포대로11길 73
(공덕동, 공덕현대아파트)",마포구
마포현대(아)경로당,"마포대로11길 84
(공덕동, 마포현대아파트)",마포구
공덕삼성(아)경로당,"마포대로 115-8
(공덕동, 삼성아파트)",마포구
공덕삼성(아)제2경로당,"마포대로 115-8
(공덕동, 삼성아파트)",마포구
삼성래미안공덕3차 경로당,"마포대로7길 22
(삼성래미안공덕3차아파트)",마포구
삼성래미안공덕4차 경로당,"마포대로11길 50
(삼성래미안공덕4차아파트)",마포구
공덕5차래미안(아)A경로당,"마포대로 173-15
(삼성래미안공덕5차아파트(501~505,509))",마포구
공덕5차래미안(아)B경로당,"마포대로 167
(삼성래미안공덕5차아파트(506~508동)",마포구
마포래미안푸르지오아파트 1단지 경로당,마포대로 195,마포구
마포래미안푸르지오아파트 2단지 경로당,마포대로 195,마포구
마포래미안푸르지오아파트 3단지 경로당,마포대로 195,마포구
마포래미안푸르지오아파트 4단지 경로당,마포대로 195,마포구
마포더클래시경로당,"신촌로28길 50(아현동, 마포더클래시)",마포구
도일경로당,새창로4라길 16(도화동),마포구
도화경로당,새창로6다길 3(도화동),마포구
마포삼성(아)경로당,"도화길 28
(도화동, 마포삼성아파트)",마포구
도화현대(아)경로당,"새창로 52
(도화동, 현대아파트)",마포구
소양경로당,새창로6다길 22(도화동),마포구
우성(아)경로당,"삼개로33
(도화동, 도화3지구우성아파트)",마포구
도화현대홈타운(아)경로당,"새창로8길 72
(도화동, 도화현대홈타운아파트)",마포구
현대홈타운2차임대(아)경로당,"새창로8길 72
(도화동, 현대홈타운)",마포구
도화쌍용황금(아)경로당,"마포대로4라길 30
(마포동, 마포쌍용황금아파트)",마포구
마포동경로당,"마포대로4라길 30
(마포동, 마포쌍용황금아파트)",마포구
삼개경로당,삼개로5길 20(도화동),마포구
대동경로당,새창로6라길 10(도화동),마포구
마포동원베네스트(아)경로당,"도화4길 41
(도화동, 마포동원베네스트)",마포구
토정한강삼성(아)경로당,"토정로32길 11
(토정동, 한강삼성아파트)",마포구
용강삼성래미안(아)경로당,"큰우물로 28
(용강동, 래미안아파트)",마포구
용강대림2차(아)경로당,"토정로32길 6
(용강동, e-편한세상)",마포구
LG마포자이(아)경로당,"독막로42길 2
(염리동, 마포자이)",마포구
대흥동1경로당,"독막로36길 16
(대흥동)",마포구
대흥동태영(아)경로당,"독막로 266
(대흥동, 태영아파트)",마포구
태영(아)201동경로당,"독막로 266
(대흥동, 태영아파트)",마포구
세양(아)경로당,"독막로 288
(대흥동, 대흥동세양아파트)",마포구
e편한세상 마포리버파크 경로당,토정로31길 24,마포구
대흥중앙경로당,대흥로18길 11(대흥동),마포구
노고산경로당,고산길 38-4(노고산동),마포구
대경경로당,백범로18길 26(대흥동),마포구
마포자이2차(아)경로당,서강대길 40(대흥동),마포구
"마포그랑자이경로당
(구.신촌그랑자이경로당)",대흥로 175,마포구
송암경로당,숭문길 59-2(염리동),마포구
염리경로당,숭문길 35,마포구
상록(아)경로당,"숭문길 106(
염리동, 상록아파트)",마포구
염리삼성래미안(아)경로당,"백범로25길 63
(염리동, 삼성래미안아파트)",마포구
염리삼성(아)제2경로당,"백범로25길 83
(염리동, 염리삼성래미안아파트)",마포구
마포프레스티지자이 경로당,대흥로24길 24,마포구
마포자이더센트리지 경로당,숭문길 98,마포구
수복경로당,창전로2길 39-3(신수동),마포구
신수현대(아)경로당,"토정로 242
(신수동, 신수현대아파트)",마포구
성원(아)경로당,"독막로28길 7
(신수동, 성원아파트(신수동))",마포구
신촌삼익(아)경로당,"독막로28길 7
(신수동, 성원아파트(신수동))",마포구
밤섬현대(아)경로당,"신수로3길 23
(신수동, 현석동밤섬현대아파트)",마포구
세양청마루(아)경로당,"독막로 209
(신수동, 세양청마루아파트)",마포구
대원칸타빌(아)경로당,"창전로2길 10
(신수동, 대원칸타빌아파트)",마포구
"강변힐스테이트경로당
(구. 강변현대홈타운(아)경로당)","신수로 15
(현석동, 강변힐스테이트)",마포구
서강GS(아)경로당,"창전로 26
(신정동, 서강GS아파트)",마포구
마포경남아너스빌(아)경로당,"신수로 81
(신수동, 경남아너스빌)",마포구
밤섬경남아너스빌(아)경로당,"독막로28길 10
(신수동, 밤섬경남아너스빌)",마포구
동막경로당,독막로32길 16(신수동),마포구
익수경로당,독막로29길 17(신수동),마포구
마포 래미안 웰스트림 경로당,"토정로18길 11
(현석동, 마포 래미안 웰스트림)",마포구
신촌숲아이파크 경로당,"광성로 17
(신수동, 신촌숲아이파크)",마포구
창전동경로당,서강로1길 30(창전동),마포구
창전삼성(아)경로당,"서강로 95(창전동, 삼성아파트)",마포구
창전삼성(아)제2경로당,"서강로 95(창전동, 삼성아파트)",마포구
신촌금호(아)경로당,"서강로9길 19
(창전동, 신촌금호아파트)",마포구
신촌태영데시앙(아)경로당,"서강로9길 45
(창전동, 태영데시앙아파트)",마포구
당인경로당,"어울마당로 14, 202호(당인동)",마포구
농바우경로당,와우산로5길 12(상수동),마포구
상수두산위브(아)경로당,"독막로18길 5
(상수동, 상수두산위브아파트)",마포구
서강쌍용예가(아)경로당,"독막로 145
(창전동, 서강쌍용예가아파트)",마포구
한강밤섬자이(아)경로당,"토정로 158
(하중동, 한강밤섬자이아파트)",마포구
서강해모로아파트 경로당,"토정로 167
(창전동, 서강해모로아파트)",마포구
래미안밤섬리베뉴1차(아)경로당,"독막로20나길 22
(상수동, 래미안밤섬리베뉴1차아파트)",마포구
리베뉴2차(아)경로당,"독막로20나길 21
(상수동, 래미안밤섬리베뉴2차아파트)",마포구
홍익경로당,와우산로21길 19-3(서교동),마포구
신교경로당,잔다리로9길4-8(서교동),마포구
동교동경로당,연희로1길 5(동교동),마포구
세교경로당,와우산로37길 16(동교동),마포구
서교푸르지오(아)경로당,"홍익로 10(서교동, 서교푸르지오)",마포구
신촌로경로당,"신촌로12나길 8(연희빌딩, 1층)",마포구
희우경로당,동교로 62-6(합정동),마포구
양화진경로당,양화진길 43(합정동),마포구
합정경로당,동교로8길 58(합정동) 3층,마포구
송백경로당,"망원로2길 103
(망원동, 망원1차대림아파트)",마포구
대주(아)경로당,"동교로3길 115
(망원동, 한강2차대주파크빌)",마포구
오칠경로당,월드컵로23길 18-5 (망원동),마포구
서림경로당,희우정로15길 25-9(망원동),마포구
망원2동1경로당,월드컵로31길 69(망원동),마포구
쌈지경로당,방울내로 24-12(망원동),마포구
미원아파트2차경로당,"월드컵로29길 68
(망원동, 망원동2차미원아파트)",마포구
망원2차대림(아)경로당,"망원로1길 27
(망원동, 망원2차대림아파트)",마포구
망원휴먼빌(아)경로당,"방울내로 31(망원동, 휴먼빌아파트)",마포구
연남동경로당,동교로41길 36(연남동),마포구
연서경로당,연남로11길 3(연남동),마포구
연동경로당,성미산로29안길 30(연남동),마포구
코오롱하늘채(아)경로당,"연남로 52
(연남동, 코오롱하늘채아파트)",마포구
느티나무경로당,성미산로18길 18,마포구
성산1동1경로당,월드컵북로15안길 26(성산동),마포구
성미경로당,성미산로1길 100-20,마포구
성산1동2경로당,성미산로5길 55-14(성산동),마포구
다솜경로당,월드컵북로20길 16,마포구
샛터경로당,새터산2길 7(성산동),마포구
무리울새마을경로당,월드컵북로 198-17(성산동),마포구
낙루경로당,월드컵북로38나길 25(중동),마포구
대우경로당,"월드컵북로 235
(성산동, 성산시영아파트)",마포구
성산시영(아)경로당,"월드컵북로 235
(성산동, 성산시영아파트)",마포구
중동청구(아)경로당,"성암로11길 60
(중동, 중동청구아파트)",마포구
백합경로당,"월드컵로 215
(성산동)",마포구
중동계룡(아)경로당,"월드컵북로38가길 20
(중동, 중동계룡아파트)",마포구
간데마을경로당,"성암로9길 14
(성산동)",마포구
성산2차현대(아)경로당,"성암로7길 3
(중동, 성산2차현대아파트)",마포구
성사1차풍림(아)경로당,"성암로1길 8
(성산동, 성사1차풍림아파트)",마포구
건영월드컵(아)경로당,"성암로 41
(중동, 건영월드컵아파트)",마포구
마포중동현대(아)경로당,"성암로 91
(중동, 현대아파트)",마포구
동원월드타운(아)경로당,"성암로5길 12
(중동, 동원월드타운아파트)",마포구
성산2차e-편한세상(아)경로당,"월드컵북로 216
(성산동, 성산2차e-편한세상)",마포구
성산월드타운대림(아)경로당,"월드컵북로30길 9-22
(성산동, 성산월드타운대림아파트)",마포구
월드컵참누리(아)경로당,"월드컵북로38길 53
(중동, 월드컵참누리아파트)",마포구
월드컵아이파크(아)경로당,"모래내로9길 6
(성산동, 월드컵아이파크)",마포구
월드컵아이파크(아)106동경로당,"모래내로9길 3
(성산동, 월드컵아이파크)",마포구
가좌행복경로당,"성암로 28(성산동, 가좌행복주택)",마포구
상암경로문화센터,월드컵북로50길 7-5(상암동),마포구
상암월드컵파크1단지(아)경로당,"월드컵북로47길 8
(상암동, 상암월드컵1단지아파트)",마포구
상암월드컵파크2단지(아)경로당,"월드컵북로47길 46
(상암동, 상암월드컵파크2단지아파트)",마포구
상암월드컵파크3단지(아)경로당,"월드컵로 338
(상암동, 상암월드컵파크3단지)",마포구
상암월드컵파크4단지(아)경로당,"상암산로1길 24
(상암동, 상암월드컵파크4단지)",마포구
상암월드컵파크5단지(아)경로당,"상암산로1길 52
(상암동, 상암월드컵파크5단지)",마포구
상암월드컵파크6단지(아)경로당,"상암산로1길 57
(상암동, 상암월드컵파크6단지아파트)",마포구
상암월드컵파크7단지(아)경로당,"상암산로1길 92
(상암동, 상암월드컵파크7단지아파트)",마포구
상암월드컵파크8단지(아)경로당,"월드컵로42길 12
(상암동, 상암월드컵파크8단지아파트)",마포구
상암월드컵파크9단지(아)경로당,"월드컵북로 501
(상암동, 상암월드컵파크9단지아파트)",마포구
상암월드컵파크10단지(아)경로당,"월드컵북로 502-36
(상암동, 상암월드컵파크10단지아파트)",마포구
상암월드컵파크11단지(아)경로당,"월드컵북로 502-37
(상암동, 상암월드컵파크11단지아파트)",마포구
상암월드컵파크12단지(아)경로당,"월드컵북로 502-7
(상암동, 상암월드컵파크12단지아파트)",마포구
"DMC센트럴파크아파트1단지경로당
(구.상암휴먼시아1단지(아)경로당)","월드컵북로43길 11
(상암동, 휴먼시아)",마포구
"DMC상암센트럴파크2단지
(구. 상암휴먼시아2단지)","월드컵북로42가길 11
(상암동, 휴먼시아)",마포구
상암카이저팰리스클래식경로당,"월드컵북로47길 37
(상암동, 상암카이저팰리스)",마포구
오목,오목로 313(목동),양천구
삼익아파트,목동동로12길 45(목동),양천구
목동7단지(아),목동로 212(목동),양천구
목동대림(아),목동동로12길 23(목동),양천구
목동현대2차(아),목동동로 202(목동),양천구
만수(현대A 107-108),목동동로12길 59(목동),양천구
목동현대1차(아),목동동로 240(목동),양천구
목동현대아이파크(아),목동로 230(목동),양천구
목동3차 월드메르디앙(아),목동동로 270(목동),양천구
트라팰리스,오목로 299(목동),양천구
목동성원아파트,목동서로234(목동),양천구
대원칸타빌1차(아),목동로 224(목동),양천구
용왕,목동중앙북로24길 1-31(목동),양천구
새말,목동중앙본로2길 13-11(목동),양천구
양화,목동중앙북로16길 34-4(목동),양천구
월촌,목동중앙본로28길 37(목동),양천구
달거리,"목동중앙북로20길 17, 103호(목동)",양천구
목동우성(아),목동중앙로 143(목동),양천구
건영(아),목동중앙본로22길 63(목동),양천구
극동늘푸른(아),목동중앙본로 10(목동),양천구
월드메르디앙(아),목동중앙본로 34(목동),양천구
금호베스트빌(아),목동중앙북로8길 111(목동),양천구
목동e편한세상(아),목동중앙로7길 32(목동),양천구
한두,"목동중앙북로8라길 28, B01호",양천구
백석,목동중앙북로8길 76(목동),양천구
나말,목동중앙남로 97(목동),양천구
목동2차성원(아),목동중앙남로 100(목동),양천구
롯데캐슬위너,목동중앙북로 38(목동),양천구
목동롯데캐슬마에스트로,목동중앙북로8길 71(목동),양천구
마장,목동중앙서로8길 23(목동),양천구
청산,목동중앙남로3가길 68(목동),양천구
정목,목동중앙남로4길 20(목동),양천구
금강에스쁘아(아),목동중앙본로 15(목동),양천구
세종그랑시아(아),목동중앙남로3가길 59(목동),양천구
목동1단지(아),목동서로 38(목동),양천구
목동2단지(아),목동서로 70(목동),양천구
목동3단지(아),목동서로 100(목동),양천구
목동4단지(아),목동서로 130(목동),양천구
목동5단지(아),목동동로 350(목동),양천구
목동6단지(아),목동동로 430(목동),양천구
목동트윈빌,목동동로 339(목동),양천구
한신(아),목동서로2길 22(목동),양천구
목동한신청구(아),목동서로2길 22(목동),양천구
신대,곰달래로1길 37(신월동),양천구
월성,곰달래로11길 24(신월동),양천구
곰달래,남부순환로63길 16-4(신월동),양천구
신곡,중앙로 55길 51(신월동),양천구
당곡,오목로 64-27(신월동) 1층,양천구
중앙,오목로 64-27(신월동),양천구
동방(아),신월로 220(신월동),양천구
대림(아),오목로13길 7(신월동),양천구
우당(아),오목로 90(신월동),양천구
신도신월1차(아),신월로20길 33(신월동),양천구
동원데자뷰아파트(신월2동),오목로 76-2(신월동),양천구
신정뉴타운 롯데캐슬,중앙로29길 61(신월동),양천구
신정뉴타운 두산위브,신월로20길 7(신월동),양천구
신원,남부순환로46길 12(신월동),양천구
경복,남부순환로54길 55-20(신월동),양천구
신남,남부순환로56가길 13(신월동),양천구
금하뜨라네(아),"가로공원로56길 10 (신월동), 
106동 1층(신월동)",양천구
태양,오목로3길 34(신월동),양천구
자양,신월로11길 13(신월동),양천구
밝은빛,오목로 28-9(신월동),양천구
소망,오목로1길 10(신월동),양천구
금용(아),신월로17길 22(신월동),양천구
해태(아),월정로 21(신월동),양천구
대방샤인힐(아),신월로9길 37(신월동),양천구
신월대성유니드(아),신월로15길 21(신월동),양천구
양천벽산블루밍(아),월정로9길 20(신월동),양천구
신월4동 롯데캐슬(아),오목로5길 19(신월동),양천구
신월2차보람쉬움(아),오목로1길 46(신월동),양천구
수명,화곡로5길 23(신월동),양천구
신양,남부순환로33길 38 (신월동),양천구
신도브래뉴신월2차(아),화곡로3길 34(신월동),양천구
수명산롯데캐슬(아),월정로 303(신월동),양천구
수명산SK뷰 실버하우스(아),월정로 306(신월동),양천구
동원데자뷰아파트,화곡로3길 43(신월동),양천구
강월,남부순환로82길 29(신월동),양천구
신안약수(아),중앙로29길 55(신월동),양천구
벽산블루밍1단지,신정로13길 50(신월동),양천구
벽산블루밍2단지,신정로13길 51(신월동),양천구
대주파크빌,남부순환로85길 16(신월동),양천구
목동센트럴아이파크1단지,남부순환로83길 17(신월동),양천구
목동센트럴아이파크2단지,남부순환로83길 18(신월동),양천구
목동센트럴아이파크3단지,남부순환로83길 48(신월동),양천구
목동센트럴아이파크4단지,남부순환로83길 47(신월동),양천구
늘푸른,지양로10길 5(신월동),양천구
신월약수,지양로11길 16-16(신월동),양천구
금실,"지양로7길 27-14(신월동, 건우주택)",양천구
한울,지양로7길 27-5(신월동),양천구
지양,지양로17길 15(신월동),양천구
신월시영(아),신월로 99(신월동),양천구
신안파크(아),지양로15길 20(신월동),양천구
길훈(아),지양로 101(신월동),양천구
남부법마을,은행정로6길 23(신정동),양천구
양명,중앙로36길 6(신정동),양천구
목동9단지(아),목동서로 340(신정동),양천구
목동10단지(아),목동서로 400(신정동),양천구
목동힐스테이트(아),중앙로36길 15(신정동),양천구
단산,신목로 58-12(신정동),양천구
유원목동(아),신목로 77(신정동),양천구
쌍용(아),신목로 9 (신정동),양천구
청구(아),신목로2길 11(신정동),양천구
"삼성제2(아)(임대105,106동)",신목로 5(신정동),양천구
목동3차현대아파트,목동동로12길 60 (신정동),양천구
"현대구십(임대109,110동)",신목로 10(신정동),양천구
신정현대아파트(일반),신목로 23(신정동),양천구
신정명지해드는터(아),신목로 43(신정동),양천구
경남아너스빌(아),목동동로10길 16-6(신정동),양천구
신정2동 롯데캐슬(아),신목로12길 22(신정동),양천구
꽃사슴,중앙로29길 108-15(신정동),양천구
다락골,중앙로25길 33(신정동),양천구
신정6차현대(아),신정로 170(신정동),양천구
수정(아),신정로13길 35(신정동),양천구
신트리1단지(아),신정로 293(신정동),양천구
신트리2단지(아),신정로 275(신정동),양천구
신트리3단지(아),신정로 290(신정동),양천구
신트리4단지(아),신정로 260(신정동),양천구
신정5차현대(아),신정로 300(신정동),양천구
학마을1단지(아),신정로14길 6(신정동),양천구
학마을2단지(아),신정로14길 1(신정동),양천구
학마을3단지(아),신정로 225-12(신정동),양천구
푸른마을1단지,신정로7길 70(신정동),양천구
푸른마을2단지,신정로7길 76(신정동),양천구
푸른마을3단지,신정로11길 63(신정동),양천구
푸른마을4단지,신정로7길 60-7(신정동),양천구
대성유니드1차(아),중앙로29길 102(신정동),양천구
신정동일하이빌(아),신정로11길 20(신정동),양천구
신정이펜하우스 1단지,신정이펜1로 99(신정동),양천구
신정이펜하우스 2단지,신정이펜2로 55(신정동),양천구
신정이펜하우스 3단지,신정이펜1로 50(신정동),양천구
신정이펜하우스 4단지,신정이펜1로 51(신정동),양천구
신정이펜하우스 5단지,신정이펜1로 27(신정동),양천구
신정숲속마을(아),신정로 110 (신정동),양천구
래미안 아델리체,중앙로43길 14(신정동),양천구
양목(신정4동 제1구립),"오목로46길 23, B02호(신정동, 중앙빌라1차)",양천구
양정(신정4동 제2구립),은행정로7길 42(신정동),양천구
양동,신정중앙로2길 10-13(신정동),양천구
청솔,중앙로52길 73(신정동),양천구
서부,신정중앙로17길 15(신정동),양천구
은행정(로마아파트),오목로38길 16(신정동),양천구
목동8단지(아),목동서로 280(신정동),양천구
목동13단지(아),목동동로 100(신정동),양천구
목동14단지(아),목동동로 130(신정동),양천구
삼성쉐르빌(아),목동동로 189(신정동),양천구
갈산,목동남로 58-4(신정동) 대체시설,양천구
오금,목동남로2길 50-5(신정동),양천구
목동11단지(아),목동동로 10(신정동),양천구
목동12단지(아),목동동로 50(신정동),양천구
양천(아),목동로3길 57(신정동),양천구
목동2차 삼성래미안 1단지,목동남로4길 81(신정동),양천구
목동2차 삼성래미안 2단지,목동남로4길 81(신정동),양천구
구립 목동2차우성1단지,"목동남로4길 6-46(신정동), 1층",양천구
목동2차우성팔각정-할머니방,목동남로4길 6-23(신정동),양천구
목동2차우성 우정 할아버지방,목동남로4길 6-23(신정동),양천구
목동3차우성(아),목동남로4길 20(신정동),양천구
청목(목1동 구립),오목로 320-1(목동),양천구
목동금호제1차,목동동로 258(목동),양천구
목동현대하이페리온,목동동로 257(목동),양천구
금호타운아파트,목동중앙남로3길 11(목동),양천구
대원칸타빌(아),목동중앙로 11(목동),양천구
목동금호어울림(아),목동중앙서로 37(목동),양천구
부영그린타운2차(아),목동동로 401(목동),양천구
부영그린타운3차(아),목동동로 411(목동),양천구
성원(아),곰달래로2길 16(신월동),양천구
삼성제1(아)-일반,신목로 7(신정동),양천구
현대아이파크,목동동로 180(신정동),양천구
신정e편한세상,신정로13길 38(신정동),양천구
대림아크로빌(아),목동서로 401(신정동),양천구
신정대성유니드2차(아),중앙로29길 108(신정동),양천구
강변(염창)한솔솔파크(아),강서구 양천로63길 38,강서구
강변코아루(아),강서구 양천로71길 54,강서구
"강변힐스테이트(아)
(강변 현대홈타운)",강서구 양천로75길 19,강서구
관음삼성(아),강서구 양천로 656,강서구
극동상록수(아),강서구 공항대로71길 31,강서구
금호타운(아),강서구 양천로 595,강서구
길훈(아),강서구 양천로65길 45,강서구
대림(아),강서구 공항대로75길 42,강서구
동아3차(아),강서구 양천로 731,강서구
무학(아),강서구 양천로77길 45,강서구
벽산늘푸른,강서구 양천로63길 52,강서구
보람더하임(아),강서구 양천로 666,강서구
삼정그린코아(아),강서구 공항대로75길 30,강서구
신동아(아),강서구 양천로67길 32,강서구
쌍용예가(아),강서구 양천로613,강서구
"아리수
(월드메르디앙(아)아리수)",강서구 양천로71길 38,강서구
염창,강서구 양천로73길 36,강서구
염창2차한화꿈에그린(아),강서구 공항대로63길 16,강서구
염창e편한세상,강서구 공항대로 583,강서구
염창강변,강서구 양천로77길 58-25,강서구
염창강변성원(아),강서구 양천로69길 65,강서구
염창극동(아),강서구 양천로69길 18,강서구
염창동아1차(아)청솔,강서구 양천로 69길 58,강서구
염창롯데캐슬(아),강서구 공항대로65길 21,강서구
염창삼성하나로(아),강서구 양천로73길 5,강서구
염창우성1차(아),강서구 양천로67길 77,강서구
염창우성2차(아),강서구 양천로67길 54,강서구
