name,address,gu_raw
용마산하늘채APT경로당,서울시 중랑구 용마산로 210,중랑구
쌍용더플래티넘용마산APT경로당,서울특별시 중랑구 용마산로209,중랑구
SH면목아파트경로당,서울특별시 중랑구 용마산로 228,중랑구
면목5동제1구립경로당,서울특별시 중랑구 동일로95길 29,중랑구
면목5동제2구립경로당,서울특별시 중랑구 동일로92길 17-7,중랑구
신우APT경로당,서울특별시 중랑구 동일로 569-55,중랑구
사가정센트럴아이파크APT경로당,서울특별시 중랑구 동일로 92길  40,중랑구
면목라온프라이빗APT경로당,서울특별시 중랑구 동일로 91길 23,중랑구
면목7동구립경로당,서울특별시 중랑구 사가정로50길 91,중랑구
용마경로당,서울특별시 중랑구 면목로40길 23,중랑구
현대APT경로당,서울특별시 중랑구 용마산로 252,중랑구
두산제2차APT경로당,서울특별시 중랑구 면목로37길 58,중랑구
두산제3차APT경로당,서울특별시 중랑구 면목로37길 57,중랑구
"두산제4,5차APT경로당",서울특별시 중랑구 면목로35길 63,중랑구
면목성원APT경로당,서울특별시 중랑구 용마산로 278,중랑구
대원칸타빌APT경로당,서울특별시 중랑구 용마산로 285,중랑구
면목금호어울림APT경로당,서울특별시 중랑구 용마산로 271,중랑구
용마산금호어울림APT경로당,서울특별시 중랑구 용마산로 290,중랑구
용마동아APT경로당,서울특별시 중랑구 용마산로 62길 43,중랑구
상봉1동구립경로당,서울특별시 중랑구 봉화산로42길 20,중랑구
서촌경로당,서울특별시 중랑구 신내로7가길 71,중랑구
청운경로당,서울특별시 중랑구 봉화산로30길 69-3,중랑구
신내건영1차APT경로당,서울특별시 중랑구 봉화산로48길 62,중랑구
신내건영2차APT경로당,서울특별시 중랑구 신내로7나길 24,중랑구
신내엘지쌍용APT경로당,서울특별시 중랑구 봉화산로 130,중랑구
우정APT경로당,서울특별시 중랑구 상봉중앙로1다길 21,중랑구
태영데시앙APT경로당,서울특별시 중랑구 상봉중앙로8길 104,중랑구
건영캐스빌APT경로당,서울특별시 중랑구 상봉중앙로8길 76,중랑구
상봉현대엠코경로당,서울특별시 중랑구 망우로 353 B동 7층,중랑구
구립중랑경로당,서울특별시 중랑구 봉화산로 43길 9,중랑구
상봉2동구립경로당,서울특별시 중랑구 동일로112길 27,중랑구
봉황경로당,서울시 중랑구 봉우재로33길 55-10,중랑구
상봉듀오트리스경로당,서울특별시 중랑구 상봉로 131 A-30층,중랑구
중화1동통합경로당,서울특별시 중랑구 동일로138길 28,중랑구
중화한신APT경로당,서울특별시 중랑구 동일로 752,중랑구
중화극동APT경로당,서울특별시 중랑구 봉화산로27길 32,중랑구
백학경로당,서울특별시 중랑구 중랑천로20길 6-14,중랑구
학구경로당,서울특별시 중랑구 동일로123길 69-5,중랑구
봉화경로당,서울특별시 중랑구 봉화산로3길 40-5,중랑구
동양엔파트2차경로당,서울특별시 중랑구 중랑천로14길 34,중랑구
묵1동구립경로당,서울특별시 중랑구 공릉로2라길 26,중랑구
먹골경로당,서울특별시 중랑구 공릉로12가길 70-15(묵동),중랑구
신내4단지APT경로당,서울특별시 중랑구 숙선옹주로 91,중랑구
신내대림두산APT경로당,서울특별시 중랑구 신내로21길 16,중랑구
신안1차APT경로당,서울특별시 중랑구 공릉로2길 47,중랑구
신안2차APT경로당,서울특별시 중랑구 공릉로2나길 46,중랑구
신안3차APT경로당,서울특별시 중랑구 공릉로2라길 4,중랑구
세방APT경로당,서울특별시 중랑구 숙선옹주로9길 25,중랑구
신도1차APT경로당,서울특별시 중랑구 공릉로13길 30,중랑구
신도2차APT경로당,서울특별시 중랑구 공릉로13길 30,중랑구
태릉브라운스톤APT경로당,서울특별시 중랑구 공릉로18길 59,중랑구
묵1동금호어울림APT 경로당,서울특별시 중랑구 공릉로2길 39,중랑구
화랑마을경로당,서울특별시 중랑구 동일로154길 38,중랑구
이편한세상화랑대APT경로당,서울시 중랑구 숙선옹주로 45 (e-편한세상화랑대),중랑구
묵동공감대APT경로당,"서울특별시 중랑구 공릉로 32,(묵동, 공감대아파트)",중랑구
학수경로당,서울특별시 중랑구 중랑천로 252-1,중랑구
한양경로당,서울특별시 중랑구 중랑역로 209-3,중랑구
한국APT경로당,서울특별시 중랑구 중랑천로 332,중랑구
극동늘푸른APT경로당,서울특별시 중랑구 동일로 941,중랑구
현대아이파크APT경로당,서울특별시 중랑구 중랑천로 286 묵동아이파크아파트,중랑구
동구햇살APT경로당,서울시특별시 중랑구 동일로 169길 41,중랑구
월드메르디앙APT경로당,서울시특별시 중랑구 중랑천로 316,중랑구
망우경로당,서울특별시 중랑구 망우로72길 15-3,중랑구
망우본동경로당,서울특별시 중랑구 망우로73길 24-8,중랑구
우림경로당,서울특별시 중랑구 용마산로115나길 8,중랑구
안산경로당,서울특별시 중랑구 봉우재로65가길 18,중랑구
경남APT경로당,서울특별시 중랑구 양원역로 37,중랑구
용마공원경로당,서울특별시 중랑구 용마산로112나길 69 (망우동),중랑구
신원금호APT경로당,서울특별시 중랑구 망우로 504-7,중랑구
망우금호어울림APT경로당,서울특별시 중랑구 양원역로 18,중랑구
해모로APT경로당,서울특별시 중랑구 양원역로6가길 19,중랑구
망우청광APT경로당,서울특별시 중랑구 용마산로116길 76(망우동) 청광아파트,중랑구
한일써너스빌리젠시경로당,서울특별시 중랑구 용마산로115길 127 (101동 3층),중랑구
중랑숲리가APT경로당,서울특별시 중랑구 망우로75길19(망우동),중랑구
예성그린캐슬APT경로당,"서울특별시 중랑구 용마산로112가길 34(망우동, 예성그린캐슬아파트)",중랑구
엘에이치양원1단지경로당,"서울특별시 중랑구 양원역로 92(망우동,LH양원1단지아파트, 101동)",중랑구
햇님경로당,서울특별시 중랑구 봉우재로58길 16-5,중랑구
샛별경로당,서울특별시 중랑구 용마공원로5가길 36,중랑구
신내구립경로당,서울특별시 중랑구 망우로65길 20,중랑구
새우개경로당,서울특별시 중랑구 용마산로139나길 47,중랑구
피울경로당,서울특별시 중랑구 용마산로129나길 25,중랑구
라이프미성APT경로당,서울특별시 중랑구 용마산로129나길 101,중랑구
동성1•2차APT경로당,서울특별시 중랑구 신내로 128,중랑구
동성3차APT경로당,서울특별시 중랑구 신내로 110,중랑구
동성4차APT경로당,서울특별시 중랑구 봉화산로 216,중랑구
동성7차APT경로당,"서울특별시 중랑구 신내로14길 21 (신내동, 동성7차아파트)",중랑구
새한APT경로당,서울특별시 중랑구 용마산로 616,중랑구
석탑APT경로당,서울특별시 중랑구 용마산로125길 92,중랑구
벽산APT경로당,서울특별시 중랑구 용마산로125길 50,중랑구
경원APT경로당,서울특별시 중랑구 봉화산로56길 73,중랑구
영풍마드레빌APT경로당,서울특별시 중랑구 용마산로129가길 41,중랑구
중앙하이츠APT경로당,서울특별시 중랑구 봉화산로56길 123,중랑구
신내우남푸르미아APT경로당,서울특별시 중랑구 봉화산로56길 51,중랑구
다우훼미리APT경로당,서울특별시 중랑구 송림길 18,중랑구
신내데시앙APT경로당,서울특별시 중랑구 용마산로 669,중랑구
신내우디안1단지경로당,"서울특별시 중랑구 신내역로 1길85(신내동, 신내우디안1단지)",중랑구
신내데시앙포레경로당,"서울특별시 중랑구 신내역로 165(신내동, 신내 데시앙포레)",중랑구
신내의료안심주택경로당,서울특별시 중랑구 신내로16길 33(신내의료안심주택 2동),중랑구
신내경남아너스빌경로당,서울특별시 중랑구 봉화산로56길 112,중랑구
신내글로리움APT경로당,서울특별시 중랑구 신내로 208,중랑구
신내6단지APT(시영)경로당,서울특별시 중랑구 신내로19길 42,중랑구
신내7단지APT(진로)경로당,서울특별시 중랑구 신내로17길 41 신내7단지,중랑구
신내8단지APT(두산화성)경로당,서울특별시 중랑구 신내로 155 신내8단지,중랑구
신내9단지APT(진흥)경로당,서울특별시 중랑구 신내로 127 신내9단지,중랑구
신내9단지APT(봉화)경로당,서울특별시 중랑구 신내로 127 신내9단지 908동,중랑구
신내10단지APT경로당,서울특별시 중랑구 신내로 115 신내10단지,중랑구
신내11단지APT(대명)경로당,서울특별시 중랑구 봉화산로 193 신내11단지,중랑구
신내성원APT경로당,서울특별시 중랑구 신내로 51,중랑구
동소문동경로당,동소문로13길 39-20,성북구
북정경로당,성북로23길 129-5,성북구
성북동경로당,성북로 41-12,성북구
성북동할머니경로당,성북로23길 158,성북구
성암(전:성북2동)경로당,성북로16가길 4,성북구
성북동해아래경로당,"성북로23길 25, 102호",성북구
돈암동일하이빌(아)경로당,보문로38길 11 102동 4층,성북구
삼선동제1경로당,동소문로8길 10,성북구
삼선동제2경로당,"보문로29길 86, 3층",성북구
삼선코오롱(아)경로당,삼선교로23길 23,성북구
삼선푸르지오(아)경로당,보문로29다길 31 단지내,성북구
삼선현대힐스테이트(아)경로당,낙산길 243-15 108동 1층,성북구
한성경로당,삼선교로4길 50,성북구
삼선SK뷰(아)경로당,"삼선교로16길 35,
102동 1층",성북구
삼선1SH빌(아)경로당,보문로 29다길 25-9 관리사무소 1층,성북구
동선동제1경로당,동소문로28길40,성북구
동선동제2경로당,아리랑로27-3,성북구
동선동희망경로당,"아리랑로4길 49-1
쉐르빌 203호",성북구
동소문동2차한신휴(아)경로당,"동소문로15길99
한신휴(아)관리동1층",성북구
성북시각장애인경로당,동소문로25길 6-10(동선동4가),성북구
성신경로당,보문로32길 80-5,성북구
브라운스톤동선(아)경로당,"아리랑로5길 25, 102동 1층",성북구
돈암1동범양(아)경로당,정릉로 402-16,성북구
돈암1동삼성(아)제1경로당,"동소문로34길 24, 106동 옆 관리소",성북구
돈암1동삼성(아)제2경로당,"동소문로34길 24, 제2관리동 내",성북구
돈암1동풍림(아)경로당,북악산로 913,성북구
돈암1동풍림(아)제2경로당,북악산로 898,성북구
돈암1동현대(아)경로당,정릉로 404,성북구
돈암동부센트레빌(아)경로당,정릉로 388,성북구
금호어울림경로당,동소문로 34길 73,성북구
고운경로당,"동소문로35가길29, 지층1호",성북구
돈암2동한진(아)경로당,성북로4길 52 한진(아)212동옆,성북구
돈암더샵(아)경로당,아리랑로5길 85 관리동 2층,성북구
돈암힐스테이트(아)경로당,아리랑로 68 (105동 1층),성북구
브라운스톤돈암(아)경로당,북악산로 844,성북구
일신건영휴먼빌(아)경로당,아리랑로 89 관리동 1층,성북구
한신팔각정(아)경로당,성북로4길 52 한신(아 214동 옆,성북구
한진(아)북악경로당,성북로4길 52 한진(아) 301동옆,성북구
돈암신일해피트리(아)경로당,"아리랑로5길 92, 104동 1층",성북구
돈암코오롱하늘채(아)경로당,아리랑로 75 102동 1층,성북구
안암3가경로당,"고려대로10길 37, 1층",성북구
안암동경로당,안암로 79 1층,성북구
안암2가경로당,고려대로 34-9,성북구
안암래미안(아)경로당,고려대로17가길 64,성북구
호암경로당,보문로26길 73,성북구
개운경로당,"개운사길 15, 왕림빌딩 301호",성북구
보문동제1경로당,보문로25길 22 1층,성북구
보문동동망봉할머니경로당,보문사길 30,성북구
보문아남(아)경로당,보문사길 112,성북구
보문아이파크(아)경로당,지봉로21길19 보문아이파크관리동,성북구
보문제2경로당,보문로21길19-5,성북구
보문하우스토리경로당,"고려대로2길 37, 102동 1층",성북구
이편한세상보문경로당,낙산길 255 이편한세상 보문아파트 101동 1층,성북구
보문파크뷰자이경로당,"보문사길 111, 자이안 센터 지하 5층",성북구
경남(아)경로당,정릉로 305 경남아파트 관리동 내,성북구
쌍용스카이(아)경로당,북악산로 828 쌍용스카이(아) 관리동 내,성북구
우성(아)경로당,북악산로813우성아파트,성북구
정릉1동경로당,"정릉로38가길 6, 정릉1동커뮤니티센터 1층",성북구
길음뉴타운라온유경로당,정릉로 307 길음뉴타운10단지,성북구
정릉2차e-편한세상경로당,북악산로 851,성북구
정릉쌍용(아)경로당,"북악산로 847
정릉쌍용(아)관리동 내",성북구
정릉현대홈타운(힐스테이트아파트)경로당,"정릉로 292
현대힐스테이트 1차 노인정",성북구
정릉힐스테이트1차(아)경로당,"북악산로 825-24 
정릉힐스테이트(아)단지 내",성북구
태영(아)경로당,서경로 28 태영아파트,성북구
정릉태영2단지경로당,서경로2길 48 태영아파트2단지,성북구
길음11롯데캐슬경로당,"서경로 60,길음뉴타운11단지롯데캐슬골든힐스",성북구
정릉2동508번지경로당,"북악산로1가길 36, 유명빌라 B01",성북구
공청경로당,정릉로26가길 24-2,성북구
정릉2동경로당,보국문로8나길 39,성북구
정릉2동우방(아)경로당,북악산로 746,성북구
정릉2동장수경로당,북악산로3길 48,성북구
정릉2차대주피오레(아)경로당,"아리랑로19길 86 
대주피오레(아)202동 1층",성북구
정릉우정에쉐르(아)경로당,"북악산로 742-12 
정릉우정에쉐르(아)관리동",성북구
정릉중앙하이츠빌1단지(아)경로당,"아리랑로19길 60 
정릉중앙하이츠빌1단지(아) 104동 내",성북구
정릉중앙하이츠빌2단지(아)경로당,"정릉로26길 8
정릉중앙하이츠빌2단지",성북구
정릉푸르지오(아)경로당,보국문로 19 정릉푸르지오(아) 관리동 1층,성북구
정릉푸른마을동아(아)경로당,서경로 31 동아(아)관리동 1층,성북구
정릉2동 동행경로당,정릉로24가길 7-1,성북구
정릉꿈에그린(아)경로당,아리랑로19가길 21,성북구
한울경로당,정릉로27길 42-23,성북구
북악경로당,정릉로8가길 17-3,성북구
산1경로당,보국문로29가길 15,성북구
정릉3동경로당,보국문로17길 18-6,성북구
정릉3동성원(아)경로당,"정릉로21길 21
 성원(아)관리동내",성북구
신우노인회경로당,정릉로 175 천주교정릉교회 교육관4호실,성북구
정릉4동경로당,보국문로18가길 5,성북구
정릉4동대우(아)경로당,보국문로30길 15 아파트,성북구
정릉4동중앙하이츠(아)경로당,보국문로32길 53 단지내,성북구
정릉4동할머니경로당,"솔샘로24길 34 
소산빌라102호",성북구
정릉풍림아이원(아)제3경로당,솔샘로25길 11-14(129동1층),성북구
정릉풍림아이원(아)경로당,"솔샘로 25길 28
풍림아이원(아)119동관리동",성북구
정릉풍림아이원(아)제2경로당,"솔샘로 120 
풍림아이원(아)125동",성북구
정릉피오레1차(아)경로당,"보국문로 183
피오레아파트 관리동",성북구
정릉힐스테이트3차(아)경로당,"보국문로 116 
힐스테이트3차아파트 관리동",성북구
정릉e-편한세상(아)경로당,"솔샘로 24길  15 
정릉e-편한세상(아) 관리동2층",성북구
청수경로당,보국문로32길 26,성북구
길음뉴타운2단지푸르지오(아)경로당,"길음로 119 
길음뉴타운2단지(아)",성북구
길음뉴타운8단지래미안(아)경로당,길음로33 길음뉴타운8단지 관리동 2층,성북구
길음뉴타운대림(아)경로당,"길음로 118, 4단지 관리동 2층",성북구
길음동삼부(아)경로당,"동소문로 248  
삼부(아)101동 옆",성북구
길음동돌산경로당,길음로 135-11 초원빌라 C동 101,성북구
래미안길음1차(아)경로당,길음로9길 40 래미안(아)관리동,성북구
래미안길음2차(아)경로당,"길음로 74 
길음뉴타운5단지 관리동1층",성북구
래미안길음3차(아)경로당,"길음로 16
래미안길음6단지(아)관리동 2층",성북구
송매골(아)경로당,"길음로13길 39 
길음뉴타운3단지 관리동1층(308동 뒤)",성북구
인영경로당,삼양로9가길 6,성북구
학수경로당,길음로118 길음뉴타운 4단지 대림(아)426동 1층,성북구
래미안길음뉴타운9단지(아)경로당,길음로9길 50 909동 지하,성북구
길음뉴타운7단지두산위브(아)경로당,길음로13길 22,성북구
길음9단지경성경로당,"길음로9길 50, 951동 지하",성북구
길음뉴타운8단지 제2경로당,"길음로 33, 825동",성북구
길음뉴타운7단지제2경로당,"길음로13길 22, 두산아파트 707동 제2관리사무소 뒤",성북구
길음2동(전:길음3동)경로당,삼양로12길 6,성북구
길음동부센트레빌(아)경로당,숭인로 2길 61,성북구
길음동부임대(아)송산경로당,숭인로2길 61 길음동부(아) 119동 1층,성북구
성북힐스테이트경로당,"동소문로44길 43, 101동 1 층",성북구
동일하이빌뉴시티경로당,종암로 167 동일하이빌뉴시티 104동 7층,성북구
래미안길음센터피스아파트경로당,"숭인로 50, 109동 110동 사이",성북구
롯데캐슬클라시아아파트 경로당,"숭인로 8길 80, 110동 앞",성북구
남종경로당,월곡로 64-20,성북구
래미안세레니티경로당,종암로23길 35  210동 1층,성북구
종암동제1경로당,종암로21길81-26,성북구
종암1동현대아이파크경로당,"종암로21길 127  
102동 지하1층",성북구
종암1동SH-VILLE(아)경로당,종암로9길71   216동 1층,성북구
종암동S.K(아)경로당,종암로24가길 53,성북구
종암2동S.K(아)제2경로당,"종암로24가길 53  
107동내",성북구
종암2차아이파크경로당,종암로9길 71,성북구
종암극동(아)경로당,"북악산로29길 67 
극동@ 단지내",성북구
래미안 크리시엘(아)경로당,종암로25길 30  관리동2층,성북구
종암선경(아)경로당,종암로5길 26 아파트내,성북구
중앙경로당,종암로22길 29,성북구
종암동제2경로당,월곡로5나길 37,성북구
종암동래미안라센트(아)경로당,"종암로24가길 80  
래미안라센트(아) 관리동 1층",성북구
종암2차SK뷰(아)경로당,"종암로24길 35  
종암2차SK뷰(아) 내",성북구
래미안종암2차(아)경로당,종암로23길 35 래미안종암2차아파트 관리동 1층,성북구
종일사랑방경로당,종암로 13가길 31 1층 101호,성북구
래미안종암3차(아)경로당,"종암로24가길 80, 래미안종암3차 아파트(임대) 관리동 1층 경로당",성북구
북바위경로당,"종암로19다길 23, B103호",성북구
꿈의숲푸르지오(아)경로당,오패산로16가길 40 꿈의숲 푸르지오아파트 116동 2층,성북구
동신(아)경로당,오패산로3길 17,성북구
래미안월곡(아),오패산로 90,성북구
아남(아)경로당,"종암로 36길 52 
아남아파트내",성북구
월곡1동경로당,오패산로3길 99,성북구
월곡1동밤골경로당,화랑로13가길 17-8,성북구
월곡3에스에이치(아)경로당,"오패산로90 
에스에이치(아) 단지 내",성북구
월곡두산(아)제2경로당,"오패산로 46 
월곡두산(아)제2관리동",성북구
월곡두산위브(아)경로당,"오패산로 46 
월곡두산위브(아)관리동",성북구
월곡1동모랫말경로당,종암로38길 26-4,성북구
동아(아)제2경로당,"장월로1길 28
 동아 임대(아) 201~202동 관리동",성북구
동아에코빌(아)경로당,"장월로1길 28 
동아에코빌(아) 관리동 1층",성북구
목화경로당,월곡로14길1-19,성북구
상월곡동경로당,화랑로18길 6,성북구
상월곡동우남(아)경로당,화랑로15길 4,성북구
샹그레빌(아)경로당,회기로5길 100,성북구
월곡2동경로당,화랑로5길 8,성북구
월곡2에스에이치빌(아)경로당,"회기로5길 142 
월곡2에스에이치빌아파트 관리동1층",성북구
월곡래미안루나밸리경로당,"월곡로 14길 26
월곡래미안루나밸리 단지내",성북구
동덕경로당,장월로1마길 27-6(하월곡동),성북구
동방경로당,장위로13길 75,성북구
장위1동경로당,장위로22길 51,성북구
장위1동장수경로당,월계로32길 15,성북구
장곡향나무경로당,장월로23길 47-20,성북구
신동방경로당,장위로10길 10-4 1층,성북구
꿈의숲아이파크경로당,돌곶이로40길 46 꿈의숲아이파크(장위1동) 714동 1층,성북구
장위2동경로당,장위로40다길 13,성북구
장위우방(아)경로당,화랑로 235 우방(아)101-209,성북구
장월경로당,장월로18길 27-4,성북구
꿈의숲루첸(아)경로당,월계로36길 27 101동 1층,성북구
장월sh-ville1단지(아)경로당,한천로101길 54,성북구
장위3동제1경로당,장월로32길 9-3,성북구
참누리(아)경로당,"한천로101길 18, 207동 1층",성북구
꿈의숲코오롱하늘채아파트경로당,돌곶이로 220,성북구
퍼스트하이 경로당,"한천로 713, 래미안장위 퍼스트하이 506동(장위3동)",성북구
포레카운티(아) 경로당,장월로 160 래미안장위포레카운티 106동 앞,성북구
래미안석관(아)경로당,"화랑로 214 
래미안석관(아)복리시설1층",성북구
석관동제1경로당,한천로74길 1,성북구
석관동두산(아)경로당,화랑로48길 16,성북구
석관1동삼성(아)경로당,"한천로 68길 51 
삼성(아) 관리동",성북구
석관1동코오롱(아)경로당,한천로 509,성북구
석관동제2경로당,"성북구 화랑로32라길 7-2 1층(임시이전주소)
(구주소)돌곶이로21길 6",성북구
중앙하이츠(아)경로당,한천로76길 73,성북구
석관래미안아트리치경로당,돌곶이로8길 22,성북구
돌곶이 경로당,돌곶이로7길 20,성북구
경남아파트경로당,"서울특별시 강북구 삼양로74길 8 (미아동, 경남아너스빌)",강북구
래미안미아1차아파트경로당,"서울특별시 강북구 삼양로 256 (미아동, 삼성래미안)",강북구
미동경로당,서울특별시 강북구 삼양로74길 74(미아동),강북구
미송경로당,서울특별시 강북구 인수봉로 42 (미아동),강북구
미아벽산아파트경로당,"서울특별시 강북구 솔샘로 159 (미아동, 벽산라이브파크)",강북구
미양할머니경로당,서울특별시 강북구 삼양로35가길 7-4 (미아동),강북구
삼일경로당,서울특별시 강북구 삼양로41길 61 (미아동),강북구
솔샘아파트경로당,"서울특별시 강북구 솔샘로 159 (미아동, 벽산라이브파크)",강북구
실개울경로당,서울특별시 강북구 삼양로47길 37(미아동) 1층,강북구
은혜경로당,서울특별시 강북구 삼양로63가길 7-26 (미아동) 스카이팰리스11A 101호,강북구
청암경로당,서울특별시 강북구 솔매로22길 11 (미아동),강북구
팔팔 경로당,서울특별시 강북구 인수봉로 36 (미아동),강북구
미아경로당,서울특별시 강북구 솔매로 147-11 (미아동),강북구
미아요진아파트경로당,"서울특별시 강북구 도봉로76길 52 (미아동, 미아요진아파트)",강북구
신일해피트리아파트경로당,"서울특별시 강북구 오패산로 60길 22 (미아동, 신일해피트리아파트)",강북구
요한경로당,"서울특별시 강북구 도봉로49길 62 (미아동, 미아3동천주교교회)",강북구
운산경로당,서울특별시 강북구 도봉로72길 14-4 (미아동),강북구
율곡경로당,서울특별시 강북구 오패산로52아길 11 (미아동),강북구
한빛경로당,서울특별시 강북구 솔매로43길 25 (미아동),강북구
미아현대아파트경로당,"서울특별시 강북구 도봉로68길 26(미아동, 미아현대아파트)",강북구
경남아너스빌아파트경로당,"서울특별시 강북구 오패산로30길 30 (미아동, 경남아너스빌아파트)",강북구
구봉경로당,"서울특별시 강북구 오현로9길 97 (미아동, 월드아트빌) 101호",강북구
방천경로당,서울특별시 강북구 월계로7길 39-9 (미아동),강북구
벽오산경로당,서울특별시 강북구 월계로21나길 30 (미아동),강북구
오패산경로당,서울특별시 강북구 오패산로52다길 55(미아동),강북구
송중경로당,서울특별시 강북구 도봉로34길 25-3 (미아동),강북구
원송경로당,서울특별시 강북구 오패산로 156-3(미아동),강북구
한일유앤아이아파트경로당,"서울특별시 강북구 월계로21가길 41 (미아동, 미아한일유앤아이)",강북구
꿈의숲롯데캐슬아파트경로당,"서울특별시 강북구 오현로 56 (미아동, 꿈의숲롯데캐슬)",강북구
꿈의숲해링턴플레이스아파트경로당,"서울특별시 강북구 오현로 45 (미아동, 꿈의숲해링턴플레이스)",강북구
꿈의숲한신더휴아파트경로당,서울특별시 강북구 오패산로 202(미아동),강북구
미아동부센트레빌아파트경로당,"서울특별시 강북구 숭인로7가길 37 (미아동, 미아 동부센트레빌)",강북구
성우아파트경로당,"서울특별시 강북구 삼양로24길 19 (미아동, 현대성우아파트)",강북구
솔샘길경로당,서울특별시 강북구 솔샘로 277-1 (미아동),강북구
송암경로당,서울특별시 강북구 삼양로24길 4-6 (미아동),강북구
송천경로당,서울특별시 강북구 솔샘로60길 18-12 (미아동),강북구
숭인경로당,서울특별시 강북구 삼양로16길 25 (미아동),강북구
큰마을효심경로당,서울특별시 강북구 삼양로54길 60 (미아동),강북구
건양경로당,서울특별시 강북구 삼양로38길 8-9 (미아동),강북구
송천센트레빌아파트경로당,"서울특별시 강북구 숭인로 39 (미아동, 송천센트레빌)",강북구
삼각산아이원아파트경로당,"서울특별시 강북구 삼양로19길 113 (미아동, 삼각산아이원아파트)",강북구
삼각산암산아파트경로당,"서울특별시 강북구 삼양로19길 113 (미아동, 삼각산아이원아파트)",강북구
SK북한산시티아파트제1경로당,"서울특별시 강북구 솔샘로 174 (미아동, 에스케이북한산시티아파트, 143동 앞)",강북구
SK북한산시티아파트제2경로당,"서울특별시 강북구 솔샘로 174 (미아동, 에스케이북한산시티아파트)",강북구
래미안트리베라1차아파트경로당,"서울특별시 강북구 삼양로19길 25 (미아동, 삼성 래미안 트리베라 1차)",강북구
래미안트리베라2차아파트경로당,"서울특별시 강북구 삼양로27길 19 (미아동, 삼성 래미안 트리베라 2차)",강북구
미아두산위브트레지움아파트경로당,"서울특별시 강북구 삼양로27길 80 (미아동, 두산위브트레지움)",강북구
번1동경로당,서울특별시 강북구 덕릉로41길 92 (번동),강북구
번동삼성아파트경로당,"서울특별시 강북구 도봉로98길 33 (번동, 삼성아파트)",강북구
샛강경로당,서울특별시 강북구 도봉로96나길 9-1 (번동),강북구
쌍용아파트경로당,"서울특별시 강북구 한천로124나길 10 (번동, 쌍용아파트)",강북구
두산위브아파트경로당,"서울특별시 강북구 덕릉로41길 15 (번동, 수유역 두산위브 아파트)",강북구
번남경로당,서울특별시 강북구 강북구 오패산로77길 29-7 (번동),강북구
교육촌경로당,서울특별시 강북구 오현로25다길 36 (번동),강북구
금호어울림아파트경로당,"서울특별시 강북구 오현로31길 85-7 (번동, 금호아파트)",강북구
번동주공4단지아파트경로당,"서울특별시 강북구 오현로 207 (번동, 번동4단지주공아파트)",강북구
번동주공5단지아파트경로당,"서울특별시 강북구 한천로115길 20(번동, 번동주공5단지아파트)",강북구
샘골경로당,서울특별시 강북구 덕릉로44길 6-4 (번동),강북구
오동경로당,서울특별시 강북구 오현로25나길 92 (번동),강북구
장수촌경로당,서울특별시 강북구 덕릉로 36길 22-4 (번동),강북구
오동공원현대홈타운아파트경로당,"서울특별시 강북구 오현로31길 89 (번동, 오동공원 현대홈타운)",강북구
샘마을경로당,서울특별시 강북구 오현로31길 125-14(번동),강북구
골말경로당,서울특별시 강북구 한천로109길 57-12 (번동),강북구
기산그린아파트경로당,"서울특별시 강북구 월계로37길 137 (번동, 기산그린아파트)",강북구
동문아파트경로당,"서울특별시 강북구 오현로 128 (번동, 번동동문아파트)",강북구
번동주공2단지아파트경로당,"서울특별시 강북구 한천로105길 24 (번동, 번동2단지주공아파트)",강북구
번동솔그린아파트경로당,"서울특별시 강북구 한천로109길 83 (번동, 번동솔그린아파트)",강북구
신원아파트경로당,"서울특별시 강북구 월계로37길 87-9 (번동, 신원아파트)",강북구
오현아파트경로당,"서울특별시 강북구 한천로105길 23 (번동, 번동1단지주공아파트)",강북구
한솔솔파크아파트경로당,"서울특별시 강북구 오현로 180 (번동, 한솔솔파크아파트)",강북구
한양아파트경로당,"서울특별시 강북구 한천로109길 69 (번동, 한양아파트)",강북구
한진아파트경로당,"서울특별시 강북구 월계로37길 61 (번동, 번동한진아파트)",강북구
해모로아파트경로당,"서울특별시 강북구 오현로 156 (번동, 해모로아파트)",강북구
번동주공3단지아파트경로당,"서울특별시 강북구 오현로 208 (번동, 번동3단지주공아파트)",강북구
삼흥경로당,"서울특별시 강북구 삼양로77길 111 (수유동, 삼흥연립2단지)",강북구
큰무네미경로당,서울특별시 강북구 도봉로71가길 30-9 (수유동),강북구
수유경로당,서울특별시 강북구 인수봉로20길 32 (수유동),강북구
수유장수경로당,서울특별시 강북구 삼양로80나길 56 (수유동),강북구
화계경로당,서울특별시 강북구 인수봉로38가길 28(수유동),강북구
6.25참전용사경로당,"서울특별시 강북구 노해로 115 (수유동, 대한민국 재향군인회 건물 옥상)",강북구
물댐길경로당,서울특별시 강북구 한천로170가길 4 (수유동),강북구
벽산201아파트경로당,"서울특별시 강북구 삼양로 116길 20 (수유동, 수유 벽산201 아파트)",강북구
벽산아파트경로당,"서울특별시 강북구 삼각산로 143-1 (수유동, 수유벽산아파트)",강북구
삼성장수아파트경로당,"서울특별시 강북구 한천로159길 8 (수유동, 수유삼성아파트)",강북구
수유2동경로당,서울특별시 강북구 노해로 23길94 (수유동),강북구
수유삼성아파트경로당,"서울특별시 강북구 한천로159길 8 (수유동, 래미안수유아파트 106동 옆)",강북구
장미원경로당,서울특별시 강북구 삼양로124길 29-8,강북구
