rest_id,kind,name,address,area_m2,lon,lat,source_file
R-01138,cool_shelter,삼성2동주민센터,서울특별시 강남구  봉은사로  419   (삼성동),786.0,127.0459912,37.5111674,03_seoul_cool_shelter.csv
R-01139,cool_shelter,왕천경로당,서울특별시 송파구 양재대로71길 20-10 (왕천경로당),106.84,127.125083,37.511227,03_seoul_cool_shelter.csv
R-01140,cool_shelter,신구블레스밸리(아),서울특별시 송파구 위례성대로12길 25 (신구블레스밸리아파트 노인정),72.41,127.122673,37.511275,03_seoul_cool_shelter.csv
R-01141,cool_shelter,학마을3단지아파트경로당(사립),서울특별시 양천구 신정로 225-12 (학마을3단지아파트 경비실),92.4,126.846777,37.511411,03_seoul_cool_shelter.csv
R-01142,cool_shelter,푸르지오아파트경로당,서울특별시 영등포구 도신로29길 28 (영등포푸르지오 상가2동),294.0,126.902395,37.511428,03_seoul_cool_shelter.csv
R-01143,cool_shelter,경남아너스빌아파트경로당,서울특별시 동작구 여의대방로54길 6 (대방동경남아너스빌 관리/노인정),82.0,126.925693,37.511451,03_seoul_cool_shelter.csv
R-01144,cool_shelter,논현1동주민센터,서울특별시 강남구  학동로20길  25   (논현동),65.0,127.028507,37.511452,03_seoul_cool_shelter.csv
R-01145,cool_shelter,우성1차(아)경로당,서울특별시 구로구 신도림로 110 (우성아파트 101동),,126.886194,37.511513,03_seoul_cool_shelter.csv
R-01146,cool_shelter,그린공인중개사사무소쉼터,서울특별시 서초구 잠원로4길 50 (메이플자이 근린생활시설),,127.012376,37.511655,03_seoul_cool_shelter.csv
R-01147,cool_shelter,대한경로당,서울특별시 동작구  노량진로14길  44   (노량진동),67.6,126.9426659,37.5117093,03_seoul_cool_shelter.csv
R-01148,cool_shelter,충신경로당,서울특별시 동작구  노량진로28길  31   (본동),132.0,126.9558768,37.5117555,03_seoul_cool_shelter.csv
R-01149,cool_shelter,극동강변아파트경로당,서울특별시 동작구 매봉로 156,50.43,126.951914,37.511807,03_seoul_cool_shelter.csv
R-01150,cool_shelter,푸른마을3단지아파트경로당(사립),서울특별시 양천구 신정로11길 63 (푸른마을 3단지아파트 관리동),96.69,126.837219,37.511924,03_seoul_cool_shelter.csv
R-01151,cool_shelter,잠실2동주민센터,서울특별시 송파구 올림픽로 159 (잠실2동주민센터),1748.97,127.088517,37.511945,03_seoul_cool_shelter.csv
R-01152,cool_shelter,신트리3단지아파트경로당(사립),서울특별시 양천구 신정로 290 (신트리3단지아파트 303동),87.1,126.853357,37.512027,03_seoul_cool_shelter.csv
R-01153,cool_shelter,논현노인종합복지관,서울특별시 강남구  강남대로128길  59   (논현동),1631.0,127.0260558,37.5120356,03_seoul_cool_shelter.csv
R-01154,cool_shelter,대방2차e편한세상아파트경로당,서울특별시 동작구 알마타길 53 (대방2차 e-편한세상),21.0,126.93093,37.512065,03_seoul_cool_shelter.csv
R-01155,cool_shelter,반포3동주민센터,서울특별시 서초구 신반포로23길 78 (잠원동),270.0,127.0055541,37.5120789,03_seoul_cool_shelter.csv
R-01156,cool_shelter,신도림현대(아)경로당,서울특별시 구로구 신도림로19길 16 (현대아파트 상가),,126.884177,37.512092,03_seoul_cool_shelter.csv
R-01157,cool_shelter,송파어린이도서관,서울특별시 송파구 올림픽로 105 (어린이도서관),1273.0,127.082418,37.51211,03_seoul_cool_shelter.csv
R-01158,cool_shelter,우성2차(아)경로당,서울특별시 구로구 신도림로 105 (신도림우성2차아파트 202동),,126.885282,37.512126,03_seoul_cool_shelter.csv
R-01159,cool_shelter,북대방경로당,서울특별시 동작구  여의대방로54길  24   (대방동),122.8,126.9277976,37.5121291,03_seoul_cool_shelter.csv
R-01160,cool_shelter,신정이펜하우스3단지아파트경로당(사립),서울특별시 양천구 신정이펜1로 50 (신정이펜하우스3단지 311),169.72,126.830972,37.512167,03_seoul_cool_shelter.csv
R-01161,cool_shelter,주흥어린이공원서초에코쉼터,,,127.016674,37.512184,03_seoul_cool_shelter.csv
R-01162,cool_shelter,남성아파트경로당,서울특별시 영등포구 경인로77길 19 (남성맨션아파트 상가),,126.891451,37.512594,03_seoul_cool_shelter.csv
R-01163,cool_shelter,우성5차(아)경로당,서울특별시 구로구 신도림로21길 21 (신도림우성아파트),,126.883952,37.51267,03_seoul_cool_shelter.csv
R-01164,cool_shelter,대방동현대1차아파트경로당,서울특별시 동작구 등용로 127 (대방동현대아파트),114.48,126.930784,37.512705,03_seoul_cool_shelter.csv
R-01165,cool_shelter,푸른마을1단지아파트경로당(사립),서울특별시 양천구 신정로7길 70 (푸른마을 1단지아파트 104동),73.5,126.83628,37.512731,03_seoul_cool_shelter.csv
R-01166,cool_shelter,오륜1단지경로당,서울특별시 송파구 양재대로 1218,129.24,127.130346,37.512734,03_seoul_cool_shelter.csv
R-01167,cool_shelter,오륜2단지경로당,서울특별시 송파구 양재대로 1218,129.24,127.133664,37.512815,03_seoul_cool_shelter.csv
R-01168,cool_shelter,신정5차현대아파트경로당(사립),서울특별시 양천구 신정로 300 (신정5차현대아파트),97.41,126.854291,37.512884,03_seoul_cool_shelter.csv
R-01169,cool_shelter,구립영등포본동경로당,서울특별시 영등포구 영신로9나길 7 (영등포동),290.0,126.9066274,37.5129173,03_seoul_cool_shelter.csv
R-01170,cool_shelter,우성3차(아)경로당,서울특별시 구로구 신도림로21길 25 (신도림우성3차아파트 302동),,126.884242,37.512943,03_seoul_cool_shelter.csv
R-01171,cool_shelter,목동12단지아파트경로당(사립),서울특별시 양천구 목동동로 50 (목동신시가지아파트12단지 관리동),201.0,126.861731,37.513118,03_seoul_cool_shelter.csv
R-01172,cool_shelter,수정아파트경로당(사립),서울특별시 양천구 신정로13길 35 (수정아파트),49.5,126.841779,37.513156,03_seoul_cool_shelter.csv
R-01173,cool_shelter,리센츠경로당,서울특별시 송파구 올림픽로 135 (리센츠 218동),317.82,127.090555,37.513201,03_seoul_cool_shelter.csv
R-01174,cool_shelter,노량진1동주민센터,"서울특별시 동작구 노량진로 190  (노량진동, 고려교육타워-어바니엘한강)",547.93,126.9465454,37.51323,03_seoul_cool_shelter.csv
R-01175,cool_shelter,잠실3동주민센터,서울특별시 송파구 잠실로 51-31 (잠실3동주민센터),591.34,127.094238,37.513281,03_seoul_cool_shelter.csv
R-01176,cool_shelter,벽산블루밍2단지아파트경로당(사립),"서울특별시 양천구 신정로13길 51 (벽산블루밍2단지 관리실,노인정)",33.92,126.841903,37.513283,03_seoul_cool_shelter.csv
R-01177,cool_shelter,신트리2단지아파트경로당(사립),서울특별시 양천구 신정로 275 (신트리2단지아파트 204동),127.35,126.852844,37.513328,03_seoul_cool_shelter.csv
R-01178,cool_shelter,다락골(구립)경로당,서울특별시 양천구 중앙로25길 33 (구립다락골경로당),164.28,126.8504,37.513402,03_seoul_cool_shelter.csv
R-01179,cool_shelter,구립신광경로당,서울특별시 영등포구 신길로60길 31-2 (신길동),195.0,126.9137836,37.5134917,03_seoul_cool_shelter.csv
R-01180,cool_shelter,청소년문화의집작은도서관,서울특별시 영등포구 영등포로64길 15,50.0,126.9172,37.5135,03_seoul_cool_shelter.csv
R-01181,cool_shelter,벽산블루밍1단지아파트경로당(사립),서울특별시 양천구 신정로13길 50 (벽산아파트),34.93,126.842419,37.51362,03_seoul_cool_shelter.csv
R-01182,cool_shelter,푸른마을4단지아파트경로당(사립),서울특별시 양천구 신정로7길 60-7 (푸른마을4단지아파트 403동),71.34,126.839142,37.513644,03_seoul_cool_shelter.csv
R-01183,cool_shelter,양천중앙도서관,서울특별시 양천구 신정로7길 81 (신정동),5666.0,126.833615,37.5136753,03_seoul_cool_shelter.csv
R-01184,cool_shelter,우성4차아파트경로당,서울특별시 영등포구 영등포로64길 8 (신길우성아파트 노인정),181.0,126.91774,37.513824,03_seoul_cool_shelter.csv
R-01185,cool_shelter,논현문화마루도서관,서울특별시 강남구 논현로131길 40,33.0,127.027106,37.513892,03_seoul_cool_shelter.csv
R-01186,cool_shelter,영동공인중개사사무소쉼터,서울특별시 서초구 강남대로97길 64 (대일빌딩),,127.016248,37.51398,03_seoul_cool_shelter.csv
R-01187,cool_shelter,옹달샘드롭인센터응급구호시설(노숙),서울특별시 영등포구 경인로94길 6,490.0,126.902518,37.51416,03_seoul_cool_shelter.csv
R-01188,cool_shelter,목동13단지아파트경로당(사립),서울특별시 양천구 목동동로 100 (목동신시가지아파트13단지 관리동),184.8,126.866245,37.514206,03_seoul_cool_shelter.csv
R-01189,cool_shelter,우정아파트경로당,서울특별시 동작구 여의대방로62길 23 (우정아파트),101.0,126.929731,37.514217,03_seoul_cool_shelter.csv
R-01190,cool_shelter,구립목화경로당,서울특별시 영등포구 도림로143길 20-7,195.0,126.890176,37.514225,03_seoul_cool_shelter.csv
R-01191,cool_shelter,래미안트윈파크아파트경로당,서울특별시 동작구 노량진로23가길 23 (래미안 트윈파크 103동),189.53,126.950717,37.51425,03_seoul_cool_shelter.csv
R-01192,cool_shelter,잠실엘스경로당,서울특별시 송파구 올림픽로 99 (잠실엘스 160동),365.0,127.079678,37.514262,03_seoul_cool_shelter.csv
R-01193,cool_shelter,신트리1단지아파트경로당(사립),서울특별시 양천구 신정로 293 (신트리1단지아파트 관리실),182.4,126.854959,37.514269,03_seoul_cool_shelter.csv
R-01194,cool_shelter,삼성1동주민센터,서울특별시 강남구  봉은사로  616   (삼성동),33.0,127.0625237,37.514325,03_seoul_cool_shelter.csv
R-01195,cool_shelter,신정7동주민센터,"서울특별시 양천구 신정동 목동동로  37 ,  신정7동주민센터 (신정동)",257.0,126.8597,37.5144,03_seoul_cool_shelter.csv
R-01196,cool_shelter,송파구청,서울특별시 송파구 올림픽로 326 (송파구청),26318.0,127.106089,37.514614,03_seoul_cool_shelter.csv
R-01197,cool_shelter,영등포본동주민센터,서울특별시 영등포구 신길로61길 17,65.0,126.90932,37.514638,03_seoul_cool_shelter.csv
R-01198,cool_shelter,몽촌경로당,서울특별시 송파구 위례성대로2길 28-1 (방이동),108.33,127.1122877,37.5146423,03_seoul_cool_shelter.csv
R-01199,cool_shelter,엘스어르신쉼터,서울특별시 송파구 올림픽로 99 (잠실엘스 130동),297.67,127.083991,37.51467,03_seoul_cool_shelter.csv
R-01200,cool_shelter,금호베스트빌(아)경로당,서울특별시 서초구 나루터로 46 (금호베스트빌아파트 101동),66.0,127.013893,37.514682,03_seoul_cool_shelter.csv
R-01201,cool_shelter,영등포본동작은도서관,서울특별시 영등포구 신길로61길 17,40.0,126.9093134,37.5146921,03_seoul_cool_shelter.csv
R-01202,cool_shelter,유원강변아파트경로당,서울특별시 동작구 노량진로23가길 16 (유원강변아파트 상가),60.85,126.951535,37.51473,03_seoul_cool_shelter.csv
R-01203,cool_shelter,대주파크빌경로당(사립),서울특별시 양천구 남부순환로85길 16 (대주파크빌),30.7,126.842302,37.514746,03_seoul_cool_shelter.csv
R-01204,cool_shelter,신정이펜하우스1단지아파트경로당(사립),서울특별시 양천구 신정이펜1로 99 (신정이펜하우스1단지 107),116.36,126.826895,37.514827,03_seoul_cool_shelter.csv
R-01205,cool_shelter,잠원동주민센터,서울특별시 서초구 나루터로 38 (잠원동),1943.0,127.0139641,37.5149576,03_seoul_cool_shelter.csv
R-01206,cool_shelter,목동14단지아파트경로당(사립),서울특별시 양천구 목동동로 130 (목동신시가지아파트14단지),264.0,126.871274,37.514976,03_seoul_cool_shelter.csv
R-01207,cool_shelter,신정3동주민센터,"서울특별시 양천구 신정동 중앙로  209 ,  신정3동주민센터 (신정동)",1762.0,126.8548,37.5151,03_seoul_cool_shelter.csv
R-01208,cool_shelter,신정이펜하우스2단지아파트경로당(사립),서울특별시 양천구 신정이펜2로 55 (신정 이펜하우스 2단지 204),130.82,126.830371,37.515388,03_seoul_cool_shelter.csv
R-01209,cool_shelter,오륜동주민센터,서울특별시 송파구 양재대로 1232 (방이동),1024.17,127.1342558,37.5154512,03_seoul_cool_shelter.csv
R-01210,cool_shelter,강월경로당,서울특별시 양천구 남부순환로82길 29,50.0,126.836308,37.515571,03_seoul_cool_shelter.csv
R-01211,cool_shelter,구립영길경로당,서울특별시 영등포구 영등포로 343-4 (신길동),185.0,126.9177981,37.5155974,03_seoul_cool_shelter.csv
R-01212,cool_shelter,신길1동경남아파트경로당,서울특별시 영등포구 영등포로 351 (신길동경남아파트 주민공동시설),74.0,126.918595,37.515658,03_seoul_cool_shelter.csv
R-01213,cool_shelter,구립율산경로당,서울특별시 영등포구 여의대방로61길 36-5 (신길동),198.0,126.9226634,37.5157515,03_seoul_cool_shelter.csv
R-01214,cool_shelter,희망지원센터응급구호시설(노숙인),서울특별시 영등포구 경인로102길 10,96.0,126.905888,37.515768,03_seoul_cool_shelter.csv
R-01215,cool_shelter,강남노인종합복지관,서울특별시 강남구 삼성로 628,106.0,127.052141,37.515927,03_seoul_cool_shelter.csv
R-01216,cool_shelter,잠실5단지경로당,서울특별시 송파구 송파대로 567 (잠실주공아파트 관리사무실 경로당),205.0,127.094464,37.515954,03_seoul_cool_shelter.csv
R-01217,cool_shelter,영어특성화도서관,서울특별시 양천구 목동동로 81,715.0,126.8637698,37.5159894,03_seoul_cool_shelter.csv
R-01218,cool_shelter,영등포쪽방상담소온기창고,서울특별시 영등포구 경인로 829,97.0,126.905016,37.516106,03_seoul_cool_shelter.csv
R-01219,cool_shelter,목동센트럴아이파크2단지경로당(사립),서울특별시 양천구 남부순환로83길 18 (목동 센트럴 아이파크 위브 2단지),123.0,126.843054,37.516131,03_seoul_cool_shelter.csv
R-01220,cool_shelter,문래동현대3차아파트경로당,서울특별시 영등포구 선유서로 6 (현대3차아파트 101동),,126.884349,37.516279,03_seoul_cool_shelter.csv
R-01221,cool_shelter,강남구보건소,서울특별시 강남구 선릉로 668  (삼성동),120.0,127.0421356,37.5162818,03_seoul_cool_shelter.csv
R-01222,cool_shelter,방이2동주민센터,서울특별시 송파구 올림픽로34길 5-13,957.05,127.1114183,37.5163969,03_seoul_cool_shelter.csv
R-01223,cool_shelter,문래자이아파트경로당,서울특별시 영등포구 당산로 26 (문래자이 상가동),,126.896537,37.516398,03_seoul_cool_shelter.csv
R-01224,cool_shelter,양천구민체육센터,서울특별시 양천구 목동동로 87 (신정동),1076.0,126.8647514,37.5164171,03_seoul_cool_shelter.csv
R-01225,cool_shelter,목동센트럴아이파크1단지경로당(사립),서울특별시 양천구 남부순환로83길 17 (목동 센트럴 아이파크 위브 1단지),157.5,126.842038,37.51642,03_seoul_cool_shelter.csv
R-01226,cool_shelter,삼성시니어센터,서울특별시 강남구 봉은사로111길 18-3,64.0,127.065394,37.516514,03_seoul_cool_shelter.csv
R-01227,cool_shelter,순영아파트경로당,서울특별시 영등포구 영등포로62길 42 (순영웰라이빌 102동),32.0,126.913234,37.516551,03_seoul_cool_shelter.csv
R-01228,cool_shelter,구립방학경로당,서울특별시 영등포구 영등포로62라길 2-12,257.0,126.915366,37.516604,03_seoul_cool_shelter.csv
R-01229,cool_shelter,쌍용아파트경로당(사립),서울특별시 양천구 신목로 9 (쌍용아파트),58.05,126.875864,37.516684,03_seoul_cool_shelter.csv
R-01230,cool_shelter,오륜3단지경로당,서울특별시 송파구 양재대로 1218,129.24,127.13772,37.516696,03_seoul_cool_shelter.csv
R-01231,cool_shelter,양천생활안전체험교육관,서울특별시 양천구 목동서로 363 (양천생활안전체험교육관),70.81,126.863726,37.516756,03_seoul_cool_shelter.csv
R-01232,cool_shelter,영등포노인종합복지관,서울특별시 영등포구 도림로 482,72.0,126.8901,37.5169,03_seoul_cool_shelter.csv
R-01233,cool_shelter,문래두산위브경로당,서울특별시 영등포구 선유로9나길 8 (문래 두산위브 상가동),,126.885712,37.51696,03_seoul_cool_shelter.csv
R-01234,cool_shelter,신목종합사회복지관,서울특별시 양천구 신목로 5 (목동삼성아파트),350.0,126.876186,37.516963,03_seoul_cool_shelter.csv
R-01235,cool_shelter,신정6동주민센터,"서울특별시 양천구 신정동 목동서로  353 ,  신정6동주민센터 (신정동)",677.0,126.8644,37.517,03_seoul_cool_shelter.csv
R-01236,cool_shelter,목동센트럴아이파크3단지경로당(사립),서울특별시 양천구 남부순환로83길 48 (목동 센트럴 아이파크 위브 3단지),140.5,126.845029,37.517033,03_seoul_cool_shelter.csv
R-01237,cool_shelter,양천구청사무더위쉼터,서울특별시 양천구 목동동로 105 (양천구청),96.0,126.866477,37.517048,03_seoul_cool_shelter.csv
R-01238,cool_shelter,영등포아트스퀘어,서울특별시 영등포구 영중로 15 (타임스퀘어),,126.903341,37.517075,03_seoul_cool_shelter.csv
R-01239,cool_shelter,문래동주민센터,서울특별시 영등포구 문래로28길 15,250.44,126.899488,37.517087,03_seoul_cool_shelter.csv
R-01240,cool_shelter,해태아파트경로당,서울특별시 영등포구 영신로25길 8 (문래동해태아파트 101동),,126.901268,37.517215,03_seoul_cool_shelter.csv
R-01241,cool_shelter,삼성제2아파트경로당(사립),서울특별시 양천구 신목로 5 (목동삼성아파트),151.0,126.876866,37.517218,03_seoul_cool_shelter.csv
R-01242,cool_shelter,논현2동주민센터,서울특별시 강남구  학동로43길  17   (논현동),832.0,127.0371879,37.5172779,03_seoul_cool_shelter.csv
R-01243,cool_shelter,강남시니어클럽,서울특별시 강남구 학동로43길 17 (논현2동주민센터),46.0,127.037235,37.517292,03_seoul_cool_shelter.csv
R-01244,cool_shelter,문래제2경로당,서울특별시 영등포구 영신로25길 11,,126.900882,37.517334,03_seoul_cool_shelter.csv
R-01245,cool_shelter,신정현대아파트경로당(사립),서울특별시 양천구 신목로 23 (현대아파트),72.0,126.874729,37.517339,03_seoul_cool_shelter.csv
R-01246,cool_shelter,신안약수아파트경로당(사립),서울특별시 양천구 중앙로29길 55 (신안약수아파트),94.89,126.847068,37.517387,03_seoul_cool_shelter.csv
R-01247,cool_shelter,강남구청,서울특별시 강남구 학동로 426 (강남구청 본관),60.0,127.047594,37.517478,03_seoul_cool_shelter.csv
R-01248,cool_shelter,목동10단지아파트경로당(사립),서울특별시 양천구 목동서로 400 (목동신시가지아파트10단지 관리동),218.0,126.857827,37.517508,03_seoul_cool_shelter.csv
R-01249,cool_shelter,문래현대5차아파트경로당,서울특별시 영등포구 선유서로9길 5 (문래현대5차아파트 관리실 및 노인정),,126.882836,37.517598,03_seoul_cool_shelter.csv
R-01250,cool_shelter,여의동주민센터,서울특별시 영등포구 국제금융로 124,62.0,126.93457,37.517634,03_seoul_cool_shelter.csv
R-01251,cool_shelter,여의동작은도서관,서울특별시 영등포구 국제금융로 124,62.0,126.9345624,37.5176581,03_seoul_cool_shelter.csv
R-01252,cool_shelter,공원한신아파트경로당,서울특별시 영등포구 문래로20길 14 (문래공원한신아파트 상가),,126.892945,37.517776,03_seoul_cool_shelter.csv
R-01253,cool_shelter,래미안아델리체경로당(사립),서울특별시 양천구 중앙로43길 14 (래미안 목동아델리체),184.3,126.852086,37.517835,03_seoul_cool_shelter.csv
R-01254,cool_shelter,잠원동경로당,서울특별시 서초구 강남대로107길 24 (잠원동),214.0,127.0173141,37.5178786,03_seoul_cool_shelter.csv
R-01255,cool_shelter,문화라운지따따따,서울특별시 영등포구 문래로 196 (영등포구관광정보센터),,126.903197,37.517941,03_seoul_cool_shelter.csv
R-01256,cool_shelter,신월6동주민센터,서울특별시 양천구 남부순환로83길 53 (신월6동행정복합타운),332.0,126.845134,37.518004,03_seoul_cool_shelter.csv
R-01257,cool_shelter,신동아아파트경로당(서빙고),서울특별시 용산구 이촌로 347,83.0,126.98739,37.5180923,03_seoul_cool_shelter.csv
R-01258,cool_shelter,잠실6동주민센터,서울특별시 송파구 올림픽로35길 120,766.59,127.100627,37.518096,03_seoul_cool_shelter.csv
R-01259,cool_shelter,신도신월1차아파트경로당(사립),"서울특별시 양천구 신월로20길 33 (신도신월1차아파트 노인정, 관리실)",46.88,126.846526,37.518099,03_seoul_cool_shelter.csv
R-01260,cool_shelter,여의도복지관,서울특별시 영등포구 여의대방로 372  (여의도동),,126.9307753,37.5181147,03_seoul_cool_shelter.csv
R-01261,cool_shelter,영등포50플러스센터,서울특별시 영등포구 여의대방로 372  (여의도동),,126.9307458,37.5181211,03_seoul_cool_shelter.csv
R-01262,cool_shelter,현대아파트구십경로당(사립),"서울특별시 양천구 신목로 10 (목동현대아파트 관리사무소,노인정)",113.58,126.876667,37.518125,03_seoul_cool_shelter.csv
R-01263,cool_shelter,금실(구립)경로당,서울특별시 양천구 지양로 21 (구립금실경로당),29.0,126.837319,37.518137,03_seoul_cool_shelter.csv
R-01264,cool_shelter,장미경로당,서울특별시 송파구 올림픽로35길 120 (잠실6동주민센터),396.0,127.100657,37.518137,03_seoul_cool_shelter.csv
R-01265,cool_shelter,신월시영아파트경로당(사립),서울특별시 양천구 신월로 99 (신월시영아파트),241.75,126.835459,37.518241,03_seoul_cool_shelter.csv
R-01266,cool_shelter,경남아너스빌아파트경로당(사립),서울특별시 양천구 목동동로10길 16-6 (경남아너스빌),50.4,126.870987,37.518241,03_seoul_cool_shelter.csv
R-01267,cool_shelter,문래현대6차아파트경로당,서울특별시 영등포구 선유서로 31 (문래동현대6차아파트),,126.883794,37.518427,03_seoul_cool_shelter.csv
R-01268,cool_shelter,구립문래제1경로당,서울특별시 영등포구 문래로20길 7,201.0,126.894186,37.518434,03_seoul_cool_shelter.csv
R-01269,cool_shelter,문래건영아파트경로당,서울특별시 영등포구 문래로 94-7 (문래건영아파트 상가동),,126.892428,37.518449,03_seoul_cool_shelter.csv
R-01270,cool_shelter,신정명지해드는터아파트경로당(사립),서울특별시 양천구 신목로 43 (명지해드는터 관리실),49.5,126.872437,37.518503,03_seoul_cool_shelter.csv
R-01271,cool_shelter,신정1동주민센터,서울특별시 양천구 중앙로32길 1 (신정1동주민센터),2184.0,126.854329,37.518582,03_seoul_cool_shelter.csv
R-01272,cool_shelter,신정뉴타운두산위브경로당(사립),서울특별시 양천구 신월로20길 7 (신정뉴타운두산위브아파트 상가동),92.92,126.845477,37.518592,03_seoul_cool_shelter.csv
R-01273,cool_shelter,학리시니어센터,서울특별시 강남구 학동로47길 30,71.0,127.03833,37.518598,03_seoul_cool_shelter.csv
R-01274,cool_shelter,자양(구립)경로당,서울특별시 양천구 신월로11길 13,98.6,126.8401,37.5186,03_seoul_cool_shelter.csv
R-01275,cool_shelter,목화마을작은도서관,서울특별시 영등포구 선유로13길 25 (문래동6가),110.0,126.886641,37.5187512,03_seoul_cool_shelter.csv
R-01276,cool_shelter,목동센트럴아이파크4단지경로당(사립),서울특별시 양천구 남부순환로83길 47 (목동 센트럴 아이파크 위브 4단지),130.0,126.844603,37.518906,03_seoul_cool_shelter.csv
R-01277,cool_shelter,문래청소년센터,서울특별시 영등포구 문래로 110 (시립문래청소년센터),,126.894031,37.518909,03_seoul_cool_shelter.csv
R-01278,cool_shelter,이동노동자쉼터(논현점),서울특별시 강남구 도산대로34길 21,36.36,127.031344,37.518964,03_seoul_cool_shelter.csv
R-01279,cool_shelter,한빛종합사회복지관,"서울특별시 양천구 신월동 신월로11길  16 ,  한빛종합사회복지관 (신월동)",620.0,126.8402,37.519,03_seoul_cool_shelter.csv
R-01280,cool_shelter,해맞이역사도서관,서울특별시 양천구 지양로 37 (해맞이도서관),1146.0,126.835615,37.519091,03_seoul_cool_shelter.csv
R-01281,cool_shelter,정다운도서관,서울특별시 강남구 학동로67길 11 (청담2문화센터),33.0,127.046435,37.519109,03_seoul_cool_shelter.csv
R-01282,cool_shelter,베어스타운아파트,서울특별시 영등포구 선유서로 40 (베어스타운아파트 경비실),,126.885304,37.519112,03_seoul_cool_shelter.csv
R-01283,cool_shelter,목동9단지아파트경로당(사립),서울특별시 양천구 목동서로 340 (목동신시가지아파트9단지 관리동),212.0,126.863577,37.51923,03_seoul_cool_shelter.csv
R-01284,cool_shelter,구립양명경로당,서울특별시 양천구 중앙로36길 6 (구립노인정),100.0,126.854517,37.519265,03_seoul_cool_shelter.csv
R-01285,cool_shelter,신정뉴타운롯데캐슬경로당,서울특별시 양천구 중앙로29길 61 (신정뉴타운롯데캐슬 104동),130.0,126.847456,37.519343,03_seoul_cool_shelter.csv
R-01286,cool_shelter,문래동한신아파트경로당,서울특별시 영등포구 선유서로 43 (한신아파트 노인정),,126.883767,37.519355,03_seoul_cool_shelter.csv
R-01287,cool_shelter,금빛새마을금고,서울특별시 양천구 신월로 188 (신월동),148.0,126.8439952,37.5193699,03_seoul_cool_shelter.csv
R-01288,cool_shelter,청구아파트경로당(사립),서울특별시 양천구 신목로2길 11 (청구아파트),53.76,126.875687,37.519424,03_seoul_cool_shelter.csv
R-01289,cool_shelter,문래동현대1차아파트경로당,서울특별시 영등포구 문래로4길 14 (현대아파트 경로당),,126.882654,37.519504,03_seoul_cool_shelter.csv
R-01290,cool_shelter,목동3차현대아파트경로당(사립),서울특별시 양천구 목동동로12길 60 (목동현대아파트),166.14,126.877304,37.519718,03_seoul_cool_shelter.csv
R-01291,cool_shelter,신정2동롯데캐슬아파트경로당,서울특별시 양천구 신목로12길 22 (롯데캐슬),34.4,126.875295,37.519754,03_seoul_cool_shelter.csv
R-01292,cool_shelter,신월문화체육센터,서울특별시 양천구 지양로 47 (신월동),493.0,126.8349,37.5199,03_seoul_cool_shelter.csv
R-01293,cool_shelter,양천해누리복지관(구양천장애인종합복지관),서울특별시 양천구 목동동로 159,540.0,126.87,37.5199,03_seoul_cool_shelter.csv
R-01294,cool_shelter,신동아파밀리에아파트경로당,서울특별시 영등포구 영신로33길 3 (당산동 신동아 파밀리에아파트 101동),,126.900464,37.519912,03_seoul_cool_shelter.csv
R-01295,cool_shelter,한울(구립)경로당,서울특별시 양천구 지양로7길 27-5,49.14,126.83257,37.519914,03_seoul_cool_shelter.csv
R-01296,cool_shelter,당산코오롱아파트경로당,서울특별시 영등포구 영등포로28길 5 (당산동코오롱주.상복합아파트),,126.899477,37.519963,03_seoul_cool_shelter.csv
R-01297,cool_shelter,신월종합사회복지관,서울특별시 양천구 신월로24길 19,600.0,126.8473,37.52,03_seoul_cool_shelter.csv
R-01298,cool_shelter,목동힐스테이트아파트경로당(사립),서울특별시 양천구 중앙로36길 15 (목동힐스테이트),162.57,126.85468,37.520092,03_seoul_cool_shelter.csv
R-01299,cool_shelter,단산(구립)경로당,"서울특별시 양천구 신정동 신목로  58-12,  경로당 (신정동)",230.4,126.874,37.5201,03_seoul_cool_shelter.csv
R-01300,cool_shelter,잠실4동주민센터,서울특별시 송파구 올림픽로35길 16 (잠실4동주민센터),1321.34,127.112233,37.520113,03_seoul_cool_shelter.csv
R-01301,cool_shelter,이촌1동2경로당,서울특별시 용산구 이촌로75길 12-12,178.0,126.9746613,37.5202504,03_seoul_cool_shelter.csv
R-01302,cool_shelter,파크리오1경로당,서울특별시 송파구 올림픽로 435 (파크리오 117동),243.0,127.106854,37.520278,03_seoul_cool_shelter.csv
R-01303,cool_shelter,구립광장아파트경로당,서울특별시 영등포구 여의나루로 7,132.0,126.9206801,37.5203314,03_seoul_cool_shelter.csv
R-01304,cool_shelter,대방샤인힐아파트경로당(사립),서울특별시 양천구 신월로9길 37 (신월동 대방 샤인힐 관리동),71.45,126.838825,37.520337,03_seoul_cool_shelter.csv
R-01305,cool_shelter,서빙고동주민센터,서울특별시 용산구 서빙고로 279,325.0,126.994595,37.5204716,03_seoul_cool_shelter.csv
R-01306,cool_shelter,문래동현대2차아파트경로당,서울특별시 영등포구 문래로4길 6 (현대아파트 201동),,126.882804,37.520525,03_seoul_cool_shelter.csv
R-01307,cool_shelter,서빙고할아버지경로당,서울특별시 용산구 서빙고로59길 3-20,69.0,126.9923072,37.5205369,03_seoul_cool_shelter.csv
R-01308,cool_shelter,금용아파트경로당(사립),서울특별시 양천구 신월로17길 22 (신월동 금용아파트),51.84,126.842435,37.520564,03_seoul_cool_shelter.csv
